﻿Numéro de l'installation sportive;Nom de l'installation sportive;Adresse;Code Postal;Commune INSEE;Commune Nom;Date de création de la fiche d'enquête;Date de changement d'état de la fiche d'enquête;Accessibilité de l'installation en faveur des personnes en situation de handicap;Date de l'enquête;Observation Installation;Accessibilité de l'installation en transport en commun;Installation particulière;Type de particularité de l'installation (brute);Type de particularité de l'installation;Accessibilité de l'installation en fonction du type handicap;Accessibilité de l'installation en transport en commun des différents mode;SIRET Installation;Unité Administrative Immatriculée (UAI);Installation hors-service;Numéro de l'équipement sportif;Nom de l'équipement sportif;Code du type d'équipement sportif;Type d'équipement sportif;Famille d'équipement sportif;Coordonnées;Eclairage de l'aire d'évolution;Equipement d'accès libre;Arrêté d'ouverture au public;Locaux complémentaires;Ouverture exclusivement saisonnière;Présence de douches;Présence de sanitaires;Gestion en DSP;Accessibilité aux personnes à mobilité réduite à l'accueil;Accessibilité aux personnes à mobilité réduite à l'aire de jeu;Accessibilité aux personnes à mobilité réduite aux cheminements;Accessibilité aux personnes à mobilité réduite aux douches;Accessibilité aux personnes à mobilité réduite aux sanitaires;Accessibilité aux personnes à mobilité réduite aux tribunes;Accessibilité aux personnes à mobilité réduite aux vestiaires;Accessibilité aux personnes en situation de handicap sensoriel à l'aire de jeu;Accessibilité aux personnes en situation de handicap sensoriel aux cheminements;Accessibilité aux personnes en situation de handicap sensoriel aux sanitaires;Accessibilité aux personnes en situation de handicap sensoriel - signalétique;Accessibilité aux personnes en situation de handicap sensoriel aux tribunes;Accessibilité aux personnes en situation de handicap sensoriel aux vestiaires;Date de l'homologation préfectorale;Date des derniers gros travaux;Catégorie ERP de l'établissement;Hauteur de l'aire d'évolution;Largeur de l'aire d'évolution;Longueur de l'aire d'évolution;Surface de l'aire d'évolution;Nombre de couloirs/pistes/postes/jeux/pas;Nombre de places assises en tribune;Nombre de vestiaires arbitres/enseignants;Nombre de vestiaires sportifs;SAE: nombre de couloirs de la structure;SAE: hauteur maximale de la structure;SAE: surface totale de la structure;Longueur du bassin;Largeur du bassin;Surface du bassin;Profondeur minimale du bassin;Profondeur maximale du bassin;Longueur de la piste;Adresse internet de l'équipement;Année de mise en service;Nom du propriétaire;Observation Equipement;Types d'aménagements de confort;Type d'ERP de l'établissement;Types de locaux complémentaires;Motifs des derniers gros travaux;Types de chauffage - source d'énergie;Type d'utilisation;Type de pas de tir;Nature de l'équipement sportif;Nature du sol;Période de mise en service;Période de l'homologation préfectorale;Période des derniers gros travaux;Type de propriétaire;Type de propriétaire secondaire;Type de gestionnaire;Type du co-gestionnaire;Equipement inscrit au PDESI / PDIPR;equip_aps_code;EPCI INSEE;EPCI Nom;Bassin de vie Code;Bassin de vie Nom;Arrondissement Code;Arrondissement Nom;Département Code;Département Code Complet;Département Nom;Rectorat Nom;Région Code;Région Nom;Densite Niveau;Densite Catégorie;ZRR Simplifié;Catégorie;Discipline;Accessibilité aux personnes à mobilité réduite;Accessibilité aux personnes en situation de handicap sensoriel;RNB ID;Longitude;Latitude;Activités;QPV;QPV à 200 mètres;gen_2024Fin_Labellisation;Activité & niveau;Département
I751120046;STADE PERSHING;ROUTE DU BOSQUET MORTEMART BOIS DE VINCENNES;75012;75112;Paris 12e Arrondissement;2005-09-22;2019-01-15;false;2025-03-31;TELEPHONE DU CENTRE SPORTIF : 01 43 28 28 93BUREAU - INFIRMERIE - 34 VESTIAIRES SPORTIFS - 1 VESTIAIRE ARBITRE;true;false;;;;Bus;21750001600019;;;E033I751120046;TERRAIN DE FOOTBALL N°13;2128;Terrain de soccer;Salle ou terrain spécialisé;48.827492, 2.459229;false;false;true;true;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;2;;45.0;60.0;2700.0;;0;1;34;;;;;;;;;;;;;;;;"Bureau(x) Club(s);Infirmerie;Local de rangement";;;Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers;;Découvert;Gazon naturel;Avant 1945;;;Commune;;Commune;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;structurant;;;;;2.459229;48.827492;Football / Football en salle (Futsal);;;;;
I751040010;CENTRE DE DANSE DU MARAIS;41 RUE DU TEMPLE;75004;75104;Paris 4e Arrondissement;2005-09-22;2017-02-24;false;2025-03-31;;true;false;;;;Métro,Bus,Train;;;;E004I751040010;SALLE WAGNER;2105;Salle de danse;Salle ou terrain spécialisé;48.85972, 2.35354;true;false;true;true;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;4;3.0;6.7;9.7;65.0;;0;0;20;;;;;;;;;;www.paris-danse.fr;1971;;;;R;"Réception / Accueil;Local de rangement";;"Electricité;Gaz";Individuel(s),famille(s),Autre - association(s) et groupes divers;;Intérieur;Parquet;1965-1974;;;Privé non commercial;;Etablissement privé commercial;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;;;RSG61ZP8B87A;2.35354;48.85972;Autres Danses;;;;;
I751080004;KEEP COOL PARIS 8 MONCEAU;30 RUE DE LISBONNE;75008;75108;Paris 8e Arrondissement;2017-02-24;2018-12-03;true;2025-03-31;;true;false;;;Handicap moteur;Bus,Métro;;;;E004I751080004;2 STUDIOS N° 1 ET  2;801;Salle de cours collectifs;Equipement d'activités de forme et de santé;48.87775, 2.31365;true;false;true;true;false;true;true;false;true;false;false;true;true;false;true;false;false;true;false;false;false;;;;2.5;;;16.0;;0;0;5;;;;;;;;;;www.keepcool.fr;2016;;;Sauna;;"Réception / Accueil;Local de rangement";;Electricité;Individuel(s),famille(s);;Intérieur;Synthétique (hors gazon);A partir de 2005;;;Etablissement privé commercial;;Etablissement privé commercial;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Accueil,Douches,Sanitaires,Vestiaires;Sanitaires;WM2J5C6MHZV7;2.31365;48.87775;Activités de forme et de santé,Autres Danses,Expression gymnique;;;;;
I751110011;KAJYN;13 RUE FAIDHERBE PARIS;75011;75111;Paris 11e Arrondissement;2005-09-22;2018-11-30;false;2025-03-31;"SALLE DE SOINS - ACCUEIL 
ESPACE DETENTE : TABLES ET CHAISES EN MEZZANINE";true;false;;;;Bus,Métro;;;;E004I751110011;SALLE DE MUSCULATON;802;Salle de musculation/cardiotraining;Equipement d'activités de forme et de santé;48.851609, 2.383364;true;false;true;true;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;4;4.0;5.0;10.0;50.0;;0;2;2;;;;;;;;;;http://paris.kajyn.com;2000;;PRESENCE D'ESPALIERS, MACHINES DE MUSCULATION;;X;"Réception / Accueil;Bureau(x) Club(s);Buvette;Local de rangement;Salle(s) de réunion/cours";;Electricité;Individuel(s),famille(s);;Intérieur;Synthétique (hors gazon);1995-2004;;1995-2004;Etablissement privé commercial;;Association(s);;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;;;8CW5V83A9P3Z;2.383364;48.851609;Activités de forme et de santé,Musculation;;;;;
I751130001;CMG SPORT CLUB ONE ITALIE;14 RUE VANDREZANNE;75013;75113;Paris 13e Arrondissement;2005-09-22;2016-08-24;false;2025-03-31;D'IMPORTANTS TRAVAUX SONT EN COURS D'ÉTUDE ET DÉBUTERONT COURANT 2016;true;false;;;;Métro,Bus;;;;E004I751130001;SALLE RPM IMMERSIVE;802;Salle de musculation/cardiotraining;Equipement d'activités de forme et de santé;48.82801, 2.35483;true;false;true;true;false;true;true;false;false;false;false;false;true;false;true;false;false;true;false;false;false;;2014;1;5.0;15.0;15.0;225.0;;0;0;2;;;;;;;;;;www.cmgsportsclub.com;1989;;;"Bain(s) de vapeur / hammam;Sauna";X;"Réception / Accueil;Bureau(x) Club(s);Local de rangement";"Inadaptation aux attentes des usagers;Vétusté normale,remise à niveau";Autre;Individuel(s),famille(s);;Intérieur;Synthétique (hors gazon);1985-1994;;A partir de 2005;Etablissement privé commercial;;Etablissement privé commercial;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Sanitaires,Vestiaires;Sanitaires;SYF9QAYP1F9S;2.35483;48.82801;Cyclisme en salle;;;;;
I751150037;CENTRE SPORTIF CROIX NIVERT;107 RUE DE LA CROIX NIVERT;75015;75115;Paris 15e Arrondissement;2005-09-22;2019-06-13;false;2025-03-31;"TÉLÉPHONE DU CENTRE SPORTIF : 01 48 42 18 18

INSTALLATION GARDIENNEE
LOCAUX ANNEXES : RÉCEPTION, BUREAUX, LOCAUX DE RANGEMENT";true;false;;;;Métro,Bus;21750001600019;;;E004I751150037;PLATEAU MULTISPORTS;1701;Multisports/City-stades;Multisports/City-stades;48.8421, 2.2951;false;false;false;true;false;true;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;;;1;;31.0;36.0;1116.0;;0;2;12;;;;;;;;;;;1975;;;;PA;"Réception / Accueil;Bureau(x) Club(s);Local de rangement";Vétusté normale,remise à niveau;;Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Autre - association(s) et groupes divers;;Découvert;Synthétique (hors gazon);1975-1984;;1995-2004;Commune;;Commune;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;proximité;;Aire de jeu;;;2.2951;48.8421;Basket-Ball,Handball / Mini hand / Handball de plage,Tennis,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;;;;;
I751180013;CENTRE SPORTIF BERTRAND DAUVIN;12 rue rené binet;75018;75118;Paris 18e Arrondissement;2005-09-22;2023-10-30;true;2025-03-31;;true;true;"[""Piscine"", ""Complexe sportif""]";Piscine,Complexe sportif;Handicap moteur;Bus,Métro;21750001600019;;;E004I751180013;GYMNASE DE TYPE C;1901;Salle multisports (gymnase);Salle multisports;48.89967, 2.34209;true;false;true;true;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;1;8.0;22.0;42.0;924.0;;500;6;25;;;;;;;;;;http://www.paris18eme.fr/centre-sportif-bertrand-dauvin-12-rue-rene-binet-75018-paris/;1976;;;;X;"Réception / Accueil;Local de rangement";;Autre;Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers;;Intérieur;Parquet;1975-1984;;;Commune;;Commune;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;structurant;;;;J3TVRNQBE3HB;2.34209;48.89967;Badminton,Jeu de volant,Baseball,Basket-Ball,Football / Football en salle (Futsal),Handball / Mini hand / Handball de plage,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;QN07509M;QN07509M;;;
I751190017;CENTRE SPORTIF DES LILAS;5 RUE DES LILAS;75019;75119;Paris 19e Arrondissement;2005-09-22;2019-06-13;false;2025-03-31;TELEPHONE DU CENTRE SPORTIF : 01 42 06 42 13;true;false;;;;Métro,Bus;21750001600019;;;E004I751190017;SALLE DE DANSE;2201;Salles polyvalentes / des fêtes / non spécialisées;Salle non spécialisée;48.8782, 2.39564;true;false;true;true;false;true;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;;;2;4.0;19.0;12.0;166.0;;0;0;7;;;;;;;;;;;;;;;"R;X";"Réception / Accueil;Local de rangement";;Electricité;Clubs sportifs,comités,ligues,fédérations,Scolaires,universités;;Intérieur;Parquet;1975-1984;;;Commune;;Commune;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Aire de jeu;;ACSYVETEVXE6;2.39564;48.8782;Activités de forme et de santé,Autres Danses,Gymnastique Artistique,Gymnastique Rythmique,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...,Tennis de table;;QN07516I;;;
I751200043;GYMNASE PELLEPORT;162 RUE PELLEPORT;75020;75120;Paris 20e Arrondissement;2005-09-22;2024-04-25;true;2025-03-31;TELEPHONE DU CENTRE SPORTIF : 01 40 33 12 37;true;false;;;Handicap moteur;Métro,Bus;21750001600019;;;E001I751200043;DOJO;1801;Dojo / Salle d'arts martiaux;Salle de combat;48.8728219271, 2.39804774523;true;false;true;true;false;true;true;false;true;true;true;true;true;false;true;false;false;true;false;false;false;;;4;3.0;12.0;12.0;144.0;;0;0;4;;;;;;;;;;;;;;;"L;X";"Réception / Accueil;Bureau(x) Club(s);Local de rangement";;Gaz;Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers;;Intérieur;Synthétique (hors gazon);1995-2004;;;Commune;;Commune;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires;Sanitaires;G2FXAW5MNCS8;2.39804774523;48.8728219271;Activités de forme et de santé,Aikido / Aikibudo / Budo,Judo / Jujitsu / Taïso,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...;;;;;
I751200017;SQUARE DES SAINT SIMONIENS;2 RUE DE LA DUEE;75020;75120;Paris 20e Arrondissement;2017-09-07;;true;2025-03-31;;true;false;;;Handicap moteur;Métro,Bus;21750001600019;;;E001I751200017;CITY-STADE;1701;Multisports/City-stades;Multisports/City-stades;48.87059, 2.39672;true;true;true;false;false;false;true;false;false;true;true;false;true;false;false;false;false;true;false;false;false;;;;;;;180.0;;0;0;0;;;;;;;;;;www.mairie20.paris.fr;1998;;;;;;;;Individuel(s),famille(s);;Découvert;Bitume;1995-2004;;;Commune;;Commune;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;proximité;;Aire de jeu,Cheminements,Sanitaires;Sanitaires;;2.39672;48.87059;Football / Football en salle (Futsal),Handball / Mini hand / Handball de plage;;;;;
I751200074;ESPACE OXYGENE;4 IMPASSE CORDON BOUSSARD;75020;75120;Paris 20e Arrondissement;2005-09-22;2024-04-25;false;2025-03-31;;true;false;;;;Métro,Bus;;;;E001I751200074;SALLE DU BAS;2105;Salle de danse;Salle ou terrain spécialisé;48.865775764, 2.39732086658;true;false;true;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;5;4.0;10.0;10.0;100.0;;0;0;0;;;;;;;;;;http://espace.oxygene.pagesperso-orange.fr/;2004;;PRESENCE DE BARRES DE DANSE ET DE MIROIRS;;;"Bureau(x) Club(s);Local de rangement";;Gaz;Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations;;Intérieur;Parquet;1995-2004;;1995-2004;Privé non commercial;;Association(s);;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;;;174QEQKE5ZDB;2.39732086658;48.865775764;Activités de forme et de santé,Autres Danses;;;;;
I751010004;GYMNASE SUZANNE BERLIOUX;4 PLACE DE LA ROTONDE - FORUM DES HALLES;75001;75101;Paris 1er Arrondissement;2005-09-22;2017-02-24;true;2025-03-31;;true;false;;;Handicap moteur;Métro,Bus,Train;21750001600019;;;E001I751010004;GYMNASE DE TYPE C;1901;Salle multisports (gymnase);Salle multisports;48.86188, 2.34683;true;false;true;true;false;true;true;false;true;true;true;true;true;true;true;false;false;true;false;false;false;;2010;1;6.0;22.0;44.0;968.0;;70;1;8;;;;;;;;;;www.mairie01.paris.fr;1986;;;;X;"Réception / Accueil;Bureau(x) Club(s);Infirmerie;Local de rangement;Salle(s) de réunion/cours";"Inadaptation aux attentes des usagers;Vétusté normale,remise à niveau";Electricité;Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers;;Intérieur;Synthétique (hors gazon);1985-1994;;A partir de 2005;Commune;;Commune;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;structurant;;Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Tribunes,Vestiaires;Sanitaires;3VGZWDWYHY8B;2.34683;48.86188;Activités de forme et de santé,Badminton,Jeu de volant,Basket-Ball,Football / Football en salle (Futsal),Gymnastique Artistique,Gymnastique Rythmique,Handball / Mini hand / Handball de plage,Hockey sur patins en ligne / Hockey sur patins,Judo / Jujitsu / Taïso,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...,Taekwondo / Hapkido / Tang-soo-do / Soo bahk do / Sin moo hapkido / Hapkido jin jung kwan,Trampoline / Double mini-tramp,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;;;;;
I751020003;KLAY;4b rue saint-sauveur;75002;75102;Paris 2e Arrondissement;2014-03-09;2024-01-02;true;2025-03-31;"Contact dans la fiche ""bassin d'aquagym""";false;false;;;Handicap moteur;;49433676100023;;;E001I751020003;SALLE DE CARDIOTRAINING;802;Salle de musculation/cardiotraining;Equipement d'activités de forme et de santé;48.86594, 2.34963;true;false;true;true;false;true;true;false;true;false;true;true;true;false;true;false;false;true;false;false;false;;;;3.0;25.0;30.0;750.0;;0;0;2;;;;;;;;;;www.klay.fr;2009;;;"Bain(s) de vapeur / hammam;Sauna";;"Réception / Accueil;Bureau(x) Club(s);Club(s) house;Local de rangement";;Gaz;Individuel(s),famille(s);;Intérieur;Parquet;A partir de 2005;;;Etablissement privé commercial;;Etablissement privé commercial;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Accueil,Cheminements,Douches,Sanitaires,Vestiaires;Sanitaires;KZTBW8CKQ8HK;2.34963;48.86594;Musculation;;;;;
I751050006;GYMNASE LUCIEN GAUDIN;4 QUAI SAINT BERNARD;75005;75105;Paris 5e Arrondissement;2005-09-22;2017-02-22;true;2025-03-31;ACTUELLEMENT FERME SUITE AUX INONDATIONS DE JUIN 2016 - DES TRAVAUX SERONT CERTAINEMENT A PRÉVOIR POUR LA REOUVERTURE;true;true;"[""Complexe sportif""]";Complexe sportif;Handicap moteur;Métro,Bus;21750001600019;;;E001I751050006;SALLE D'ESCRIME;2115;Salle d'escrime;Salle ou terrain spécialisé;48.84605, 2.36261;true;false;true;true;false;true;true;false;false;true;true;false;true;false;false;false;false;true;false;false;false;;;5;3.0;8.0;39.0;312.0;;0;0;4;;;;;;;;;;mairie05.paris.fr;1985;;;;X;"Réception / Accueil;Local de rangement";;Electricité;Clubs sportifs,comités,ligues,fédérations,Autre - association(s) et groupes divers;;Intérieur;Béton;1985-1994;;;Commune;;Commune;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;structurant;;Aire de jeu,Cheminements,Sanitaires;Sanitaires;;2.36261;48.84605;Escrime (Epée / Fleuret / Sabre );;;;;
I750560009;BASIC FIT;26 Avenue Emile Zola;75015;75115;Paris 15e Arrondissement;2024-02-08;2024-03-04;false;2025-03-31;;false;false;;;;;79823301103363;;;E001I750560009;BASIC FIT;802;Salle de musculation/cardiotraining;Equipement d'activités de forme et de santé;48.8461444697, 2.28081736721;true;false;false;true;false;true;true;false;true;true;true;true;true;false;true;false;false;false;false;false;false;;;5;;;;930.0;;;;2;;;;;;;;;;www.basic-fit.com;2020;BASIC FIT;;;X;Réception / Accueil;;Electricité;Individuel(s),famille(s);;Intérieur;Béton;A partir de 2005;;;Etablissement privé commercial;;;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires;;235VN74F9P5B;2.28081736721;48.8461444697;Activités de forme et de santé;;;;;
I751030003;LYCEE TURGOT;69 Rue de Turbigo;75003;75103;Paris 3e Arrondissement;2005-09-22;2023-10-20;true;2025-03-31;La piscine est désaffectée.;true;true;"[""Etablissement scolaire""]";Etablissement scolaire;Handicap moteur;Bus,Métro;19750647000016;0750647W;;E001I751030003;GYMNASE DE TYPE B;1901;Salle multisports (gymnase);Salle multisports;48.86637, 2.35871;true;false;true;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;1;7.0;11.0;27.0;300.0;;0;0;2;;;;;;;;;;;;Région Ile de France;;;R;Local de rangement;Vétusté normale,remise à niveau;Electricité;Scolaires,universités,Autre - association(s) et groupes divers;;Intérieur;Synthétique (hors gazon);Avant 1945;;1995-2004;Région;Région;Etablissement Public;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;structurant;;;;;2.35871;48.86637;Basket-Ball,Boxe Anglaise,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;;;2025-09-01;;
I751090020;LYCEE CONDORCET;8 RUE DU HAVRE;75009;75109;Paris 9e Arrondissement;2005-09-22;2024-09-27;false;2025-03-31;;true;true;"[""Etablissement scolaire""]";Etablissement scolaire;;Métro,Bus,Train;19750667800014;0750667T;Non;E001I751090020;GYMNASE;1901;Salle multisports (gymnase);Salle multisports;48.87475, 2.32764;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;2;5.0;8.0;34.0;272.0;;0;2;2;;;;;;;;;;https://pia.ac-paris.fr/serail/jcms/s2_2323780/fr/lycee-condorcet-paris-9e;;Région Ile-de-France;A rénover. Matériel : tapis de chute, de sol, cheva, espaliers, 10 tables de tennis de tables 10 TABLES DE TENNIS DE TABLE;;R;Bureau(x) Club(s);;Autre;Scolaires,universités;;Intérieur;Parquet;Avant 1945;;;Région;Région;Autre;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;structurant;;;;GE8MF9Q6SR4G;2.32764;48.87475;Badminton,Jeu de volant,Gymnastique Artistique,Hockey en salle / Hockey sur gazon,Musculation,Tennis de table,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;;;;;
