﻿Numéro de l'installation sportive;Nom de l'installation sportive;Adresse;Code Postal;Commune INSEE;Commune Nom;Date de création de la fiche d'enquête;Date de changement d'état de la fiche d'enquête;Accessibilité de l'installation en faveur des personnes en situation de handicap;Date de l'enquête;Observation Installation;Accessibilité de l'installation en transport en commun;Installation particulière;Type de particularité de l'installation (brute);Type de particularité de l'installation;Accessibilité de l'installation en fonction du type handicap;Accessibilité de l'installation en transport en commun des différents mode;SIRET Installation;Unité Administrative Immatriculée (UAI);Installation hors-service;Numéro de l'équipement sportif;Nom de l'équipement sportif;Code du type d'équipement sportif;Type d'équipement sportif;Famille d'équipement sportif;Coordonnées;Eclairage de l'aire d'évolution;Equipement d'accès libre;Arrêté d'ouverture au public;Locaux complémentaires;Ouverture exclusivement saisonnière;Présence de douches;Présence de sanitaires;Gestion en DSP;Accessibilité aux personnes à mobilité réduite à l'accueil;Accessibilité aux personnes à mobilité réduite à l'aire de jeu;Accessibilité aux personnes à mobilité réduite aux cheminements;Accessibilité aux personnes à mobilité réduite aux douches;Accessibilité aux personnes à mobilité réduite aux sanitaires;Accessibilité aux personnes à mobilité réduite aux tribunes;Accessibilité aux personnes à mobilité réduite aux vestiaires;Accessibilité aux personnes en situation de handicap sensoriel à l'aire de jeu;Accessibilité aux personnes en situation de handicap sensoriel aux cheminements;Accessibilité aux personnes en situation de handicap sensoriel aux sanitaires;Accessibilité aux personnes en situation de handicap sensoriel - signalétique;Accessibilité aux personnes en situation de handicap sensoriel aux tribunes;Accessibilité aux personnes en situation de handicap sensoriel aux vestiaires;Date de l'homologation préfectorale;Date des derniers gros travaux;Catégorie ERP de l'établissement;Hauteur de l'aire d'évolution;Largeur de l'aire d'évolution;Longueur de l'aire d'évolution;Surface de l'aire d'évolution;Nombre de couloirs/pistes/postes/jeux/pas;Nombre de places assises en tribune;Nombre de vestiaires arbitres/enseignants;Nombre de vestiaires sportifs;SAE: nombre de couloirs de la structure;SAE: hauteur maximale de la structure;SAE: surface totale de la structure;Longueur du bassin;Largeur du bassin;Surface du bassin;Profondeur minimale du bassin;Profondeur maximale du bassin;Longueur de la piste;Adresse internet de l'équipement;Année de mise en service;Nom du propriétaire;Observation Equipement;Types d'aménagements de confort;Type d'ERP de l'établissement;Types de locaux complémentaires;Motifs des derniers gros travaux;Types de chauffage - source d'énergie;Type d'utilisation;Type de pas de tir;Nature de l'équipement sportif;Nature du sol;Période de mise en service;Période de l'homologation préfectorale;Période des derniers gros travaux;Type de propriétaire;Type de propriétaire secondaire;Type de gestionnaire;Type du co-gestionnaire;Equipement inscrit au PDESI / PDIPR;equip_aps_code;EPCI INSEE;EPCI Nom;Bassin de vie Code;Bassin de vie Nom;Arrondissement Code;Arrondissement Nom;Département Code;Département Code Complet;Département Nom;Rectorat Nom;Région Code;Région Nom;Densite Niveau;Densite Catégorie;ZRR Simplifié;Catégorie;Discipline;Accessibilité aux personnes à mobilité réduite;Accessibilité aux personnes en situation de handicap sensoriel;RNB ID;Longitude;Latitude;Activités;QPV;QPV à 200 mètres;gen_2024Fin_Labellisation;Activité & niveau;Département
I751200068;LYCEE MARTIN NADAUD;23 RUE DE LA BIDASSOA;75020;75120;Paris 20e Arrondissement;2005-09-22;2025-01-07;false;2025-03-31;;false;true;"[""Etablissement scolaire""]";Etablissement scolaire;;;19750453300013;0754530S;;E001I751200068;GYMNASE;1901;Salle multisports (gymnase);Salle multisports;48.8661, 2.39384;true;false;true;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;2012;3;2.0;7.0;18.0;122.0;;0;0;0;;;;;;;;;;http://lyc-nadaud.scola.ac-paris.fr/;1933;;;;;Local de rangement;Vétusté normale,remise à niveau;Fuel;Scolaires,universités;;Intérieur;Synthétique (hors gazon);Avant 1945;;A partir de 2005;Région;Commune;Etablissement Public;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;structurant;;;;;2.39384;48.8661;Danses par Couple (Danses de compétition),Musculation,Tennis de table;;;2025-09-01;;
I751090001;CMG SPORT WAOU GRANDS BOULEVARDS;5 - 7 RUE DU FAUBOURG POISSONNIERE;75009;75109;Paris 9e Arrondissement;2005-09-22;2018-12-03;true;2025-03-31;;true;false;;;Handicap moteur;Métro,Bus;;;;E004I751090001;STUDIO 1;801;Salle de cours collectifs;Equipement d'activités de forme et de santé;48.8713165999, 2.34775973266;true;false;true;true;false;true;true;false;true;false;true;true;true;false;true;false;false;true;false;false;false;;;4;3.0;13.0;18.0;234.0;;0;0;3;;;;;;;;;;www.cmgsportsclub.com;1999;;;"Bain(s) de vapeur / hammam;Sauna";X;"Réception / Accueil;Bureau(x) Club(s);Local de rangement;Salle(s) de réunion/cours";;Gaz;Individuel(s),famille(s);;Intérieur;Parquet;1995-2004;;;Etablissement privé commercial;;Etablissement privé commercial;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Accueil,Cheminements,Douches,Sanitaires,Vestiaires;Sanitaires;28Y9599QEZEQ;2.34775973266;48.8713165999;Activités de forme et de santé,Autres Danses,Gymnastique Artistique,Tai chi chuan / Chi gong;;;;;
I751190002;TEP CENTRE SPORTIF EDOUARD PAILLERON;24 RUE EDOUARD PAILLERON;75019;75119;Paris 19e Arrondissement;2005-09-22;2018-04-03;true;2025-03-31;;false;true;"[""Complexe sportif""]";Complexe sportif;Handicap moteur;;21750001600019;;;E004I751190002;PISTE DROITE 2 COULOIRS;1004;Piste d'athlétisme isolée;Equipement d'athlétisme;48.88016, 2.37845;false;true;true;true;false;true;true;false;false;true;true;true;true;false;true;false;false;true;false;false;false;;;1;;2.0;50.0;100.0;;0;0;8;;;;;;;;;;www.mairie19.paris.fr;;;;;;"Réception / Accueil;Local de rangement";;;Scolaires,universités;;Découvert;Bitume;1975-1984;;;Commune;;Commune;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires;Sanitaires;;2.37845;48.88016;Course sur piste;;;;;
I751060004;TENNIS DU LUXEMBOURG;3 RUE GUYNEMER;75006;75106;Paris 6e Arrondissement;2005-09-22;2018-11-19;false;2025-03-31;;true;false;;;;Métro,Bus;;;;E003I751060004;COURT DE TENNIS N°2;501;Court de tennis;Court de tennis;48.8473095953, 2.33421994155;false;false;true;true;false;true;true;true;false;true;true;false;false;false;false;false;false;false;false;false;false;;2013;5;;18.0;36.0;648.0;;0;0;2;;;;;;;;;;www.ligueparistennis.com;;;;;PA;"Réception / Accueil;Local de rangement";Mise en conformité avec les normes AFNOR ou règles fédérales;;Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers;;Découvert;Béton;1985-1994;;A partir de 2005;Etat;;Association(s);;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Aire de jeu,Cheminements;;;2.33421994155;48.8473095953;Tennis;;;;;
I751150085;TEP CASTAGNARY;115 RUE CASTAGNARY;75015;75115;Paris 15e Arrondissement;2017-03-30;;true;2025-03-31;;true;false;;;Handicap moteur;Métro,Bus;21750001600019;;;E003I751150085;2 COURTS DE MINI-TENNIS 2;501;Court de tennis;Court de tennis;48.8298, 2.305;false;true;true;true;false;true;true;false;false;true;true;true;true;false;true;false;false;true;false;false;false;;;;;8.0;16.0;128.0;;0;0;2;;;;;;;;;;www.mairie15.paris.fr;2014;;;;;"Réception / Accueil;Local de rangement";;;Individuel(s),famille(s);;Extérieur couvert;Bitume;A partir de 2005;;;Commune;;Commune;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires;Sanitaires;;2.305;48.8298;Tennis;;;;;
I751140030;CENTRE SPORTIF DU COMMANDANT MOUCHOTTE;33 RUE DU COMMANDANT MOUCHOTTE;75014;75114;Paris 14e Arrondissement;2005-09-22;2019-06-14;true;2025-03-31;;true;false;;;Handicap moteur;Métro,Bus,Train;21750001600019;;;E003I751140030;MUR ESCALADE;2701;Structure Artificielle d'Escalade;Structure Artificielle d'Escalade;48.83808, 2.32059;true;false;true;true;false;true;true;false;false;false;true;true;true;false;true;false;false;true;false;false;false;;;3;10.0;1.0;20.0;200.0;;0;3;6;5;10.0;200.0;;;;;;;www.mairie14.paris.fr;1987;;;;PA;"Réception / Accueil;Bureau(x) Club(s);Local de rangement;Salle(s) de réunion/cours";;Electricité;Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers;;Intérieur;Béton;1985-1994;;;Commune;;Commune;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Cheminements,Douches,Sanitaires,Vestiaires;Sanitaires;SADN3TNSN1J5;2.32059;48.83808;Escalade;;;;;
I751110005;TEP PHILIPPE AUGUSTE;108 BIS AVENUE PHILIPPE AUGUSTE PARIS;75011;75111;Paris 11e Arrondissement;2005-09-22;2018-11-23;true;2025-03-31;TELEPHONE DU CENTRE SPORTIF : 01 43 48 92 52;true;false;;;Handicap moteur;Métro,Bus;21750001600019;;;E003I751110005;PETIT PLATEAU;1701;Multisports/City-stades;Multisports/City-stades;48.8572, 2.3916;true;false;true;true;false;true;true;false;true;true;true;true;true;false;true;false;false;true;false;false;false;;2013;5;;10.0;20.0;200.0;;0;1;3;;;;;;;;;;;;;;;R;"Réception / Accueil;Local de rangement";Inadaptation aux attentes des usagers;;Clubs sportifs,comités,ligues,fédérations,Scolaires,universités;;Découvert;Béton;1985-1994;;A partir de 2005;Commune;;Commune;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;proximité;;Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires;Sanitaires;;2.3916;48.8572;Basket-Ball,Tennis;;;;;
I751120062;SQUARE SAINT ELOI;1-17 RUE DU COLONEL ROZANOFF;75012;75112;Paris 12e Arrondissement;2005-09-22;2019-01-15;true;2025-03-31;;true;false;;;Handicap moteur;Métro,Bus;21750001600019;;;E003I751120062;TERRAIN DE PETANQUE;202;Terrain de pétanque;Boulodrome;48.84445, 2.387;false;true;true;false;false;false;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;;;;;;;150.0;;0;0;0;;;;;;;;;;www.mairie12.paris.fr;1997;;;;;;;;Individuel(s),famille(s);;Découvert;Stabilisé/cendrée;1995-2004;;;Commune;;Commune;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Aire de jeu;;;2.387;48.84445;Pétanque et jeu provencal;;;;;
I751150004;HEALTHCITY PARIS LA MOTTE PICQUET;62 AVENUE DE LA MOTTE-PICQUET;75015;75115;Paris 15e Arrondissement;2014-03-11;2019-01-21;false;2025-03-31;;true;false;;;;Métro,Bus;;;;E003I751150004;SALLE DE BIKING;802;Salle de musculation/cardiotraining;Equipement d'activités de forme et de santé;48.849869, 2.298738;true;false;false;true;false;true;true;false;false;true;false;false;true;false;true;false;false;true;false;false;false;;;;3.0;10.0;10.0;100.0;;0;0;2;;;;;;;;;;;2008;;;"Bain(s) de vapeur / hammam;Sauna";;"Bureau(x) Club(s);Local de rangement;Salle(s) de réunion/cours";;Electricité;Individuel(s),famille(s);;Intérieur;Parquet;A partir de 2005;;;Etablissement privé commercial;;Etablissement privé commercial;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Aire de jeu,Sanitaires,Vestiaires;Sanitaires;GPSBY8TGE62A;2.298738;48.849869;Activités de forme et de santé,Cyclisme en salle;;;;;
I751040010;CENTRE DE DANSE DU MARAIS;41 RUE DU TEMPLE;75004;75104;Paris 4e Arrondissement;2005-09-22;2017-02-24;false;2025-03-31;;true;false;;;;Métro,Bus,Train;;;;E003I751040010;SALLE BERLIOZ;2105;Salle de danse;Salle ou terrain spécialisé;48.85973, 2.35353;true;false;true;true;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;4;3.0;7.3;10.6;77.0;;0;0;20;;;;;;;;;;www.paris-danse.fr;1971;;;;R;"Réception / Accueil;Local de rangement";;"Electricité;Gaz";Individuel(s),famille(s),Autre - association(s) et groupes divers;;Intérieur;Parquet;1965-1974;;;Privé non commercial;;Etablissement privé commercial;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;;;RSG61ZP8B87A;2.35353;48.85973;Autres Danses;;;;;
I751080016;PARIS ANIM' ESPACE BEAUJON;208 RUE DU FAUBOURG SAINT HONORE;75008;75108;Paris 8e Arrondissement;2005-09-22;2018-11-30;false;2025-03-31;;true;false;;;;Métro,Bus;21750001600019;;;E003I751080016;SALLE DE DANSE N°2;2105;Salle de danse;Salle ou terrain spécialisé;48.87526, 2.3047;true;false;true;true;false;true;true;true;false;true;true;false;true;false;true;false;false;true;false;false;false;;;3;2.0;7.6;10.0;76.0;;0;0;2;;;;;;;;;;http://www.ebeaujon.org/;1987;;;;"L;R";"Réception / Accueil;Local de rangement;Autre";;"Electricité;Gaz";Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers;;Intérieur;Parquet;1985-1994;;;Commune;;Association(s);;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Aire de jeu,Cheminements,Sanitaires,Vestiaires;Sanitaires;EMNEEEHP6KY1;2.3047;48.87526;Activités de forme et de santé,Autres Danses;;;;;
I751100033;PARIS ANIM' JEAN VERDIER;11 RUE DE LANCRY;75010;75110;Paris 10e Arrondissement;2005-09-22;2018-11-23;true;2025-03-31;;true;false;;;Handicap moteur;Métro,Bus;21750001600019;;;E003I751100033;SALLE DE DANSE N°3;2105;Salle de danse;Salle ou terrain spécialisé;48.869338, 2.360128;true;false;true;true;false;true;true;true;true;true;true;true;true;false;true;false;false;true;false;false;false;;2010;3;2.0;9.0;10.0;90.0;;0;0;2;;;;;;;;;;http://www.crl10.net/;1974;;AUTRE ACTIVITE PRATIQUEE : CAPOEIRA (niveau 3);;"L;X";"Réception / Accueil;Bureau(x) Club(s);Local de rangement;Salle(s) de réunion/cours";"Mise en conformité avec les règlements (sécurité,incendie,hygiène ...);Inadaptation aux attentes des usagers;Vétusté normale,remise à niveau";Autre;Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers;;Intérieur;Synthétique (hors gazon);1965-1974;;A partir de 2005;Commune;;Association(s);;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires;Sanitaires;BDXZDXNWA93X;2.360128;48.869338;Activités de forme et de santé,Autres Danses,Gymnastique Artistique;;;;;
I751190014;TEP CURIAL-MICHELET;73 RUE CURIAL;75019;75119;Paris 19e Arrondissement;2005-09-22;2024-04-25;false;2025-03-31;En attente d'un budget participatif pour la rénovation de certains equipements, dont les extérieurs (prévu pour 2018);true;false;;;;Métro,Bus,Tramway;21750001600019;;;E003I751190014;SALLE DE DANSE;2105;Salle de danse;Salle ou terrain spécialisé;48.89521, 2.37368;true;false;true;true;false;true;true;false;false;true;false;true;true;false;true;false;false;true;false;false;false;;2016;;4.0;;;130.0;;0;0;4;;;;;;;;;;www.mairie19.paris.fr;2009;;;;;"Réception / Accueil;Local de rangement";Inadaptation aux attentes des usagers;Autre;Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers;;Intérieur;Parquet;A partir de 2005;;A partir de 2005;Commune;;Commune;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Aire de jeu,Douches,Sanitaires,Vestiaires;Sanitaires;W3PEEMRDKGGM;2.37368;48.89521;Activités de forme et de santé,Autres Danses,Expression gymnique;QN07514M;QN07514M;;;
I751040007;LA HALLE DES BLANCS MANTEAUX;48 RUE VIEILLE DU TEMPLE;75004;75104;Paris 4e Arrondissement;2005-09-22;2017-02-24;true;2025-03-31;L'ACCUEIL MATÉRIALISE POUR LES PERSONNES HANDICAPÉES A MOBILITÉ RÉDUITE SERA RÉALISÉ POUR L’ÉTÉ 2017;true;false;;;Handicap moteur;Métro,Bus,Train;21750001600019;;;E003I751040007;SALLE DES FRANCS BOURGEOIS;2201;Salles polyvalentes / des fêtes / non spécialisées;Salle non spécialisée;48.85812, 2.35859;true;false;true;true;false;true;true;false;false;false;false;true;true;false;true;false;false;true;false;false;false;;2015;2;2.6;4.0;10.0;40.0;;0;0;2;;;;;;;;;;www.mairie04.paris.fr;1992;;;;"L;X";"Réception / Accueil;Bureau(x) Club(s);Local de rangement";"Inadaptation aux attentes des usagers;Vétusté normale,remise à niveau";Autre;Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers;;Intérieur;Synthétique (hors gazon);1985-1994;;A partir de 2005;Commune;;Commune;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Douches,Sanitaires,Vestiaires;Sanitaires;SA8AQ4797APM;2.35859;48.85812;Autres Danses,Escrime (Epée / Fleuret / Sabre ),Expression gymnique,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...,Tai chi chuan / Chi gong;;;;;
I751040015;COLLEGE CHARLEMAGNE;13 RUE CHARLEMAGNE;75004;75104;Paris 4e Arrondissement;2005-09-22;2024-09-24;true;2025-03-31;;true;true;"[""Etablissement scolaire""]";Etablissement scolaire;Handicap moteur;Bus,Métro;19752525600016;0752525M;Non;E003I751040015;GYMNASE N°2 DU BAS;1901;Salle multisports (gymnase);Salle multisports;48.85376, 2.36036;true;false;true;true;false;false;true;false;false;false;false;false;false;false;false;true;true;true;true;false;false;;;3;5.0;15.0;19.0;285.0;;0;2;2;;;;;;;;;;https://pia.ac-paris.fr/serail/jcms/s2_2973739/fr/presentation-du-college-charlemagne;;Région Ile-de-France;Accessible aux personnes avec un handicap auditif;;R;"Local de rangement;Réception / Accueil";;Autre;Scolaires,universités;;Intérieur;Synthétique (hors gazon);1985-1994;;;Commune;;;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;structurant;;;Aire de jeu,Cheminements,Sanitaires,Signalétique;SWJFGB9MBY9F;2.36036;48.85376;Autres Danses,Basket-Ball,Boxe Anglaise,Gymnastique Artistique,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;;;;;
I751040009;CENTRE SPORTIF SAINT MERRI;16 rue du renard;75004;75104;Paris 4e Arrondissement;2005-09-22;2023-10-30;false;2025-03-31;;true;true;"[""Piscine""]";Piscine;;Métro,Bus;21750001600019;;;E002I751040009;GYMNASE DE TYPE B;1901;Salle multisports (gymnase);Salle multisports;48.85917, 2.35253;true;false;true;true;false;true;true;false;true;true;false;false;false;false;false;false;false;false;false;false;false;;;2;6.0;20.0;30.0;600.0;;0;1;4;;;;;;;;;;www.mairie04.paris.fr;1971;;;;"R;X";"Réception / Accueil;Bureau(x) Club(s);Infirmerie;Local de rangement";;Autre;Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers;;Intérieur;Synthétique (hors gazon);1965-1974;;;Commune;;Commune;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;structurant;;Accueil,Aire de jeu;;GEVQMVVXTE82;2.35253;48.85917;Badminton,Jeu de volant,Basket-Ball,Expression gymnique,Tennis de table,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;;;;;
I751110020;CENTRE SPORTIF GEORGES RIGAL;115 boulevard de charonne;75011;75111;Paris 11e Arrondissement;2005-09-22;2023-10-24;true;2025-03-31;TÉLÉPHONE DU CENTRE SPORTIF : 01 44 93 28 18;true;false;;;Handicap moteur;Métro,Bus;21750001600019;;;E002I751110020;SALLE D'ARTS MARTIAUX;1801;Dojo / Salle d'arts martiaux;Salle de combat;48.856708, 2.39352;true;false;true;true;false;true;true;false;false;true;false;false;true;false;true;false;false;true;false;false;false;;;3;6.0;10.0;10.0;100.0;;0;1;2;;;;;;;;;;;1979;;NATURE DU SOL : TATAMIAUTRES ACTIVITES PRATIQUEES : CAPOEIRA ET ACROSPORT (niveau 3);;X;"Réception / Accueil;Infirmerie;Local de rangement";;Gaz;Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers;;Intérieur;Synthétique (hors gazon);1975-1984;;;Commune;;Commune;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Aire de jeu,Sanitaires,Vestiaires;Sanitaires;F2TFNG7RRS2D;2.39352;48.856708;Aikido / Aikibudo / Budo,Gymnastique Artistique,Judo / Jujitsu / Taïso,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...;;;;;
I751120006;PARIS MAMBO;48 RUE DE LA GARE DE REUILLY;75012;75112;Paris 12e Arrondissement;2015-10-30;2019-01-16;false;2025-03-31;INSTALLATION DE DOUCHES DANS LES VESTIAIRES PREVUE;true;false;;;;Métro,Bus;;;;E002I751120006;SALLE 2;2105;Salle de danse;Salle ou terrain spécialisé;48.841997, 2.396401;true;false;true;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;2015;;2.0;;;50.0;;0;0;2;;;;;;;;;;www.parismambo.com;2013;;;;;Réception / Accueil;Inadaptation aux attentes des usagers;Electricité;Individuel(s),famille(s);;Intérieur;Parquet;A partir de 2005;;A partir de 2005;Privé non commercial;;Etablissement privé commercial;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;;;8D5P5W1RSV15;2.396401;48.841997;Activités de forme et de santé,Autres Danses,Danses par Couple (Danses de compétition),Gymnastique volontaire;;;;;
I751120057;STADE JEAN MERMOZ;ROUTE DE LA PYRAMIDE - BOIS DE VINCENNES;75012;75112;Paris 12e Arrondissement;2005-09-22;2019-01-15;false;2025-03-31;;true;false;;;;Métro,Bus;21750001600019;;;E002I751120057;COURTS DE TENNIS N°1;501;Court de tennis;Court de tennis;48.83765, 2.438631;true;false;true;true;false;true;true;false;false;true;true;false;false;false;false;false;false;false;false;false;false;;;;;18.0;36.0;648.0;;0;0;2;;;;;;;;;;www.cavincennes.f;1950;;;;SG;"Réception / Accueil;Bureau(x) Club(s);Club(s) house;Local de rangement;Salle(s) de réunion/cours;Autre";;;Clubs sportifs,comités,ligues,fédérations;;Découvert;Terre battue;1945-1964;;;Commune;;Association(s);;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Aire de jeu,Cheminements;;;2.438631;48.83765;Tennis;;;;;
I751130036;BIBLIOTHEQUE FRANCOIS MITTERAND;11 QUAI FRANCOIS-MAURIAC - TOUR 4160;75013;75113;Paris 13e Arrondissement;2005-09-22;2019-06-12;true;2025-03-31;Aire de jeux ludiques - Sanitaires publics ouverts lors des manifestations - Plusieurs zones de parking;true;true;"[""Complexe sportif""]";Complexe sportif;Handicap moteur;Métro,Bus,Train;;;;E002I751130036;MUR D'ESCALADE;2701;Structure Artificielle d'Escalade;Structure Artificielle d'Escalade;48.83407, 2.37396;true;false;true;true;false;true;true;true;false;false;true;false;true;false;true;false;false;true;false;false;false;;2008;5;8.0;1.0;12.0;96.0;;0;0;2;17;8.0;96.0;;;;;;;www.bnf.fr;1995;;;;X;"Réception / Accueil;Bureau(x) Club(s);Local de rangement";"Inadaptation aux attentes des usagers;Vétusté normale,remise à niveau";Autre;Autre - association(s) et groupes divers;;Intérieur;Synthétique (hors gazon);1995-2004;;A partir de 2005;Etat;;Association(s);;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Cheminements,Sanitaires,Vestiaires;Sanitaires;F4X2DR26FJVE;2.37396;48.83407;Escalade;;;;;
I751130050;CASERNE MASSENA;3 rue darmesteter;75013;75113;Paris 13e Arrondissement;2005-09-22;2023-12-04;true;2025-03-31;Réservée aux sapeurs-pompiers et à l'association des sapeurs-pompiers.;true;false;;;Handicap moteur;Métro,Bus,Tramway;;;;E002I751130050;GYMNASE;1901;Salle multisports (gymnase);Salle multisports;48.82265, 2.37494;true;false;true;true;false;true;true;false;true;true;true;true;true;false;true;false;false;false;false;false;false;;2013;4;7.0;22.0;30.0;688.0;;0;0;2;;;;;;;;;;https://www.asaspp.fr/;1974;Préfecture de Police de la Ville de Paris;;;X;"Réception / Accueil;Bureau(x) Club(s);Buvette;Infirmerie;Local de rangement;Salle(s) de réunion/cours";"Mise en conformité avec les règlements (sécurité,incendie,hygiène ...);Vétusté normale,remise à niveau";Autre;Autre - association(s) et groupes divers;;Intérieur;Synthétique (hors gazon);1965-1974;;A partir de 2005;Etat;Etat;Etat;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;structurant;;Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires;;967PS9V6AFPN;2.37494;48.82265;Activités de forme et de santé,Badminton,Jeu de volant,Gymnastique Artistique,Judo / Jujitsu / Taïso,Tennis de table,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;;QN07501M;;;
