X,Y,nom,id,objectid,numero_uai,appellatio,patronyme_,secteur_pu,adresse_ua,lieu_dit_u,boite_post,code_posta,localite_a,libelle_co,localisati,nature_uai,nature_u_1,code_depar,code_acade,code_commu
620744.000100002,6875867.3045,Ecole maternelle Jean Jaurès,0780653L,6836,0780653L,Ecole maternelle Jean Jaurès,JEAN JAURES,Public,06  RUE MARYSE BASTIE, , ,78130,LES MUREAUX,Les Mureaux,Numéro de rue,101,ECOLE MATERNELLE,78,25,78440
656889.100000001,6868492.2045,Ecole maternelle Jean Jaurès,0930447F,6837,0930447F,Ecole maternelle Jean Jaurès,JEAN JAURES,Public,4 rue Barbara, , ,93500,PANTIN,Pantin,Rue,101,ECOLE MATERNELLE,93,24,93055
658556.799999997,6867886.1045,Ecole maternelle Jean Jaurès,0930450J,6838,0930450J,Ecole maternelle Jean Jaurès,JEAN JAURES,Public,29 rue du 8 Mai 1945, , ,93000,BOBIGNY,Bobigny,Numéro de rue,101,ECOLE MATERNELLE,93,24,93008
656235.700000003,6866388.1045,Ecole maternelle La Marine,0930457S,6839,0930457S,Ecole maternelle La Marine,LA MARINE,Public,13 quai de l'Ourcq, , ,93500,PANTIN,Pantin,Numéro de rue,101,ECOLE MATERNELLE,93,24,93055
660439.5,6868887.1045,Ecole maternelle Jacqueline Quatremaire,0930468D,6840,0930468D,Ecole maternelle Jacqueline Quatremaire,JACQUELINE QUATREMAIRE,Public,64 rue Jacqueline Quatremaire, , ,93700,DRANCY,Drancy,Numéro de rue,101,ECOLE MATERNELLE,93,24,93029
658985.600000001,6864414.7045,Ecole maternelle Jean Charcot,0930469E,6841,0930469E,Ecole maternelle Jean Charcot,JEAN CHARCOT,Public,4 rue Jean Charcot, , ,93230,ROMAINVILLE,Romainville,Rue,101,ECOLE MATERNELLE,93,24,93063
653070.0,6874251.0045,Ecole maternelle Jean Jaurès,0930471G,6842,0930471G,Ecole maternelle Jean Jaurès,JEAN JAURES,Public,1-3 allée Gérard Philippe, , ,93380,PIERREFITTE SUR SEINE,Pierrefitte-sur-Seine,BATIMENT,101,ECOLE MATERNELLE,93,24,93059
661645.899999999,6868025.5045,Ecole maternelle Noue Caillet,0930473J,6843,0930473J,Ecole maternelle Noue Caillet,NOUE CAILLET,Public,36 avenue Jean Moulin, , ,93140,BONDY,Bondy,Rue,101,ECOLE MATERNELLE,93,24,93010
662366.0,6864638.4045,Ecole maternelle Les Marnaudes,0930489B,6844,0930489B,Ecole maternelle Les Marnaudes,LES MARNAUDES,Public,50 rue Philibert Hoffmann, , ,93110,ROSNY SOUS BOIS,Rosny-sous-Bois,Numéro de rue,101,ECOLE MATERNELLE,93,24,93064
657659.5,6865025.9045,Ecole maternelle Julie Daubie,0930498L,6845,0930498L,Ecole maternelle Julie Daubie,JULIE DAUBIE,Public,21 rue Paul Langevin, , ,93260,LES LILAS,Les Lilas,Numéro de rue,101,ECOLE MATERNELLE,93,24,93045
655345.399999999,6869085.3045,Ecole maternelle Saint Just,0930504T,6846,0930504T,Ecole maternelle Saint Just,SAINT-JUST,Public,Rue Adrien Huzard, , ,93300,AUBERVILLIERS,Aubervilliers,Rue,101,ECOLE MATERNELLE,93,24,93001
648512.899999999,6873201.3045,Ecole maternelle Anatole France,0930524P,6847,0930524P,Ecole maternelle Anatole France,ANATOLE FRANCE,Public,Rue de Strasbourg, , ,93800,EPINAY SUR SEINE,Epinay-sur-Seine,Rue,101,ECOLE MATERNELLE,93,24,93031
662451.5,6865909.4045,Ecole maternelle Pierre Curie,0930531X,6848,0930531X,Ecole maternelle Pierre Curie,PIERRE CURIE,Public,128 route de Villemomble, , ,93140,BONDY,Bondy,Numéro de rue,101,ECOLE MATERNELLE,93,24,93010
658468.299999997,6863310.7045,Ecole maternelle Jean Jaurès,0930532Y,6849,0930532Y,Ecole maternelle Jean Jaurès,JEAN JAURES,Public,12 place du Général de Gaulle, , ,93100,MONTREUIL,Montreuil,Numéro de rue,101,ECOLE MATERNELLE,93,24,93048
658240.0,6864502.0045,Ecole élémentaire Marcel Cachin,0930539F,6850,0930539F,Ecole élémentaire Marcel Cachin,MARCEL CACHIN,Public,35 rue Madeleine Odru, , ,93230,ROMAINVILLE,Romainville,BATIMENT,151,ECOLE DE NIVEAU ELEMENTAIRE,93,24,93063
656406.399999999,6865780.3045,Ecole maternelle Joliot-Curie,0930560D,6851,0930560D,Ecole maternelle Joliot-Curie,JOLIOT-CURIE,Public,25 rue des Grilles, , ,93500,PANTIN,Pantin,Numéro de rue,101,ECOLE MATERNELLE,93,24,93055
650537.799999997,6872948.1045,Ecole maternelle application Jean Jaurès Nord,0930571R,6852,0930571R,Ecole maternelle application Jean Jaurès Nord,JEAN JAURES NORD,Public,13 rue de la Justice, , ,93800,EPINAY SUR SEINE,Epinay-sur-Seine,Numéro de rue,103,ECOLE MATERNELLE D APPLICATION,93,24,93031
653408.399999999,6872985.1045,Ecole élémentaire Joliot-Curie 1,0930588J,6853,0930588J,Ecole élémentaire Joliot-Curie 1,JOLIOT-CURIE I,Public,10 rue Frédéric Joliot-Curie, , ,93380,PIERREFITTE SUR SEINE,Pierrefitte-sur-Seine,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,93,24,93059
666647.618100002,6864641.7497,Ecole élémentaire Emile Cote,0930636L,6854,0930636L,Ecole élémentaire Emile Cote,EMILE COTE,Public,Rue Louis Bouchet, , ,93220,GAGNY,Gagny,Rue,151,ECOLE DE NIVEAU ELEMENTAIRE,93,24,93032
668385.600000001,6858593.4045,Ecole élémentaire Paul Serelle,0930667V,6855,0930667V,Ecole élémentaire Paul Serelle,PAUL SERELLE,Public,15 rue Paul Serelle, , ,93160,NOISY LE GRAND,Noisy-le-Grand,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,93,24,93051
666802.399999999,6867620.1045,Ecole élémentaire Joliot-Curie 2,0930681K,6856,0930681K,Ecole élémentaire Joliot-Curie 2,JOLIOT-CURIE 2,Public,15 allée Fernand Lindet, , ,93390,CLICHY SOUS BOIS,Clichy-sous-Bois,Rue,151,ECOLE DE NIVEAU ELEMENTAIRE,93,24,93014
665696.200000003,6866927.6045,Ecole élémentaire Louis  Pasteur,0930684N,6857,0930684N,Ecole élémentaire Louis  Pasteur,LOUIS PASTEUR,Public,39 allée Robert Besson, , ,93390,CLICHY SOUS BOIS,Clichy-sous-Bois,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,93,24,93014
664872.799999997,6871215.8045,Ecole élémentaire Jean Perrin,0930714W,6858,0930714W,Ecole élémentaire Jean Perrin,JEAN PERRIN,Public,29 rue d'Aulnay, , ,93270,SEVRAN,Sevran,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,93,24,93071
668730.700000003,6873154.0045,Ecole élémentaire Jules Ferry,0930721D,6859,0930721D,Ecole élémentaire Jules Ferry,JULES FERRY,Public,4 rue Jules Ferry, , ,93290,TREMBLAY EN FRANCE,Tremblay-en-France,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,93,24,93073
662368.700000003,6869626.9045,Ecole Elémentaire Nonneville 2,0930735U,6860,0930735U,Ecole Elémentaire Nonneville 2,NONNEVILLE 2,Public,42 rue de Toulouse, , ,93600,AULNAY SOUS BOIS,Aulnay-sous-Bois,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,93,24,93005
664304.5,6869552.8045,Ecole élémentaire Pont de L'Union,0930740Z,6861,0930740Z,Ecole élémentaire Pont de L'Union,PONT DE L'UNION,Public,2 rue de Freinville, , ,93600,AULNAY SOUS BOIS,Aulnay-sous-Bois,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,93,24,93005
663880.399999999,6871713.4045,Ecole élémentaire Ormeteau,0930748H,6862,0930748H,Ecole élémentaire Ormeteau,ORMETEAU,Public,137 bis route de Mitry, , ,93600,AULNAY SOUS BOIS,Aulnay-sous-Bois,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,93,24,93005
661128.0,6869437.6045,Ecole élémentaire Guy Môquet,0930754P,6863,0930754P,Ecole élémentaire Guy Môquet,GUY MOQUET,Public,38 avenue Duguay-Trouin, , ,93150,LE BLANC MESNIL,Le Blanc-Mesnil,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,93,24,93007
660882.700000003,6870823.0045,Ecole élémentaire Jules Ferry,0930756S,6864,0930756S,Ecole élémentaire Jules Ferry,JULES FERRY,Public,2 rue Robert Planquette, , ,93150,LE BLANC MESNIL,Le Blanc-Mesnil,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,93,24,93007
660011.299999997,6871712.3045,Ecole élémentaire Victor Hugo,0930759V,6865,0930759V,Ecole élémentaire Victor Hugo,VICTOR HUGO,Public,123 rue Maxime Gorki, , ,93150,LE BLANC MESNIL,Le Blanc-Mesnil,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,93,24,93007
659741.799999997,6872224.1045,Ecole élémentaire Jean Macé,0930762Y,6866,0930762Y,Ecole élémentaire Jean Macé,JEAN MACE,Public,Allée Salomon de Brosse, , ,93150,LE BLANC MESNIL,Le Blanc-Mesnil,Rue,151,ECOLE DE NIVEAU ELEMENTAIRE,93,24,93007
663341.100000001,6869172.1045,Ecole maternelle Vercingétorix,0930774L,6867,0930774L,Ecole maternelle Vercingétorix,VERCINGETORIX,Public,67 rue Vercingétorix, , ,93600,AULNAY SOUS BOIS,Aulnay-sous-Bois,Numéro de rue,101,ECOLE MATERNELLE,93,24,93005
662820.899999999,6872138.6045,Ecole maternelle Croix-Rouge,0930776N,6868,0930776N,Ecole maternelle Croix-Rouge,CROIX ROUGE,Public,1 chemin du  Moulin De La Ville, , ,93600,AULNAY SOUS BOIS,Aulnay-sous-Bois,Numéro de rue,101,ECOLE MATERNELLE,93,24,93005
659642.899999999,6871868.8045,Ecole maternelle Jules Guesde,0930781U,6869,0930781U,Ecole maternelle Jules Guesde,JULES GUESDE,Public,Avenue du Capitaine Fonck, , ,93150,LE BLANC MESNIL,Le Blanc-Mesnil,Rue,101,ECOLE MATERNELLE,93,24,93007
659741.799999997,6872224.1045,Ecole maternelle Jean Macé,0930784X,6870,0930784X,Ecole maternelle Jean Macé,JEAN MACE,Public,Allée Salomon de Brosse, , ,93150,LE BLANC MESNIL,Le Blanc-Mesnil,Rue,101,ECOLE MATERNELLE,93,24,93007
661535.700000003,6869380.4045,Ecole maternelle Jacques Decour,0930785Y,6871,0930785Y,Ecole maternelle Jacques Decour,JACQUES DECOUR,Public,Avenue Louise Michel, , ,93150,LE BLANC MESNIL,Le Blanc-Mesnil,Rue,101,ECOLE MATERNELLE,93,24,93007
664747.0,6866798.1045,Ecole maternelle Thiers,0930799N,6872,0930799N,Ecole maternelle Thiers,THIERS,Public,2 avenue de Livry, , ,93340,LE RAINCY,Le Raincy,Numéro de rue,101,ECOLE MATERNELLE,93,24,93062
666810.799999997,6867733.6045,Ecole maternelle Paul Langevin,0930802S,6873,0930802S,Ecole maternelle Paul Langevin,PAUL LANGEVIN,Public,Allée Maurice Audin, , ,93390,CLICHY SOUS BOIS,Clichy-sous-Bois,Rue,101,ECOLE MATERNELLE,93,24,93014
666548.600000001,6869643.5045,Ecole maternelle Jacob,0930803T,6874,0930803T,Ecole maternelle Jacob,JACOB,Public,9 rue Jacob, , ,93190,LIVRY GARGAN,Livry-Gargan,Numéro de rue,101,ECOLE MATERNELLE,93,24,93046
667211.799999997,6865717.4045,Ecole maternelle Jules Ferry,0930808Y,6875,0930808Y,Ecole maternelle Jules Ferry,JULES FERRY,Public,167 avenue Gabriel Péri, , ,93370,MONTFERMEIL,Montfermeil,Numéro de rue,101,ECOLE MATERNELLE,93,24,93047
668006.600000001,6864173.6045,Ecole maternelle Louise Michel,0930813D,6876,0930813D,Ecole maternelle Louise Michel,LOUISE MICHEL,Public,2 avenue Sainte-Clotilde, , ,93220,GAGNY,Gagny,Numéro de rue,101,ECOLE MATERNELLE,93,24,93032
668319.0,6863361.4045,Ecole maternelle Jules Ferry,0930816G,6877,0930816G,Ecole maternelle Jules Ferry,JULES FERRY,Public,Rue Albert Camus, , ,93220,GAGNY,Gagny,Numéro de rue,101,ECOLE MATERNELLE,93,24,93032
668728.700000003,6862778.3045,Ecole maternelle Château,0930820L,6878,0930820L,Ecole maternelle Château,CHATEAU,Public,Parc de la Mairie, , ,93460,GOURNAY SUR MARNE,Gournay-sur-Marne,Numéro de rue,101,ECOLE MATERNELLE,93,24,93033
668378.299999997,6858545.2045,Ecole maternelle Paul Serelle,0930829W,6879,0930829W,Ecole maternelle Paul Serelle,PAUL SERELLE,Public,1 avenue Paul Vaillant-Couturier, , ,93160,NOISY LE GRAND,Noisy-le-Grand,Numéro de rue,101,ECOLE MATERNELLE,93,24,93051
666810.799999997,6867733.6045,Ecole élémentaire  Paul Vaillant-Couturier 1,0930839G,6880,0930839G,Ecole élémentaire  Paul Vaillant-Couturier 1,PAUL VAILLANT-COUTURIER 1,Public,Allée Maurice Audin, , ,93390,CLICHY SOUS BOIS,Clichy-sous-Bois,Rue,151,ECOLE DE NIVEAU ELEMENTAIRE,93,24,93014
667563.0,6866850.2045,Ecole maternelle Victor Hugo,0930842K,6881,0930842K,Ecole maternelle Victor Hugo,VICTOR HUGO,Public,58 boulevard Bargue, , ,93370,MONTFERMEIL,Montfermeil,Numéro de rue,101,ECOLE MATERNELLE,93,24,93047
660182.799999997,6872103.3045,Ecole élémentaire André et Jean Lurçat,0930870R,6882,0930870R,Ecole élémentaire André et Jean Lurçat,ANDRE ET JEAN LURCAT,Public,Avenue du Professeur Henri Wallon, , ,93150,LE BLANC MESNIL,Le Blanc-Mesnil,Rue,151,ECOLE DE NIVEAU ELEMENTAIRE,93,24,93007
665957.899999999,6863468.4045,Ecole maternelle Jean de la Fontaine,0930979J,6883,0930979J,Ecole maternelle Jean de la Fontaine,JEAN DE LA FONTAINE,Public,6 avenue Winston Churchill, , ,93330,NEUILLY SUR MARNE,Neuilly-sur-Marne,Numéro de rue,101,ECOLE MATERNELLE,93,24,93050
654379.399999999,6874601.0045,Ecole élémentaire Paul Langevin,0930998E,6884,0930998E,Ecole élémentaire Paul Langevin,PAUL LANGEVIN,Public,Rue du Président Harding, , ,93240,STAINS,Stains,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,93,24,93072
651552.5,6871403.7045,Ecole maternelle Paul Langevin,0931055S,6885,0931055S,Ecole maternelle Paul Langevin,PAUL LANGEVIN,Public,30 rue Arnold Géraux, , ,93450,L ILE ST DENIS,L'Ile-Saint-Denis,Numéro de rue,101,ECOLE MATERNELLE,93,24,93039
665505.700000003,6862830.9045,Ecole maternelle Paul Valéry,0931067E,6886,0931067E,Ecole maternelle Paul Valéry,PAUL VALERY,Public,110 rue Paul et Camille Thomoux, , ,93330,NEUILLY SUR MARNE,Neuilly-sur-Marne,Numéro de rue,101,ECOLE MATERNELLE,93,24,93050
663632.899999999,6863339.4045,Ecole maternelle Bel Air,0931068F,6887,0931068F,Ecole maternelle Bel Air,BEL AIR,Public,11 rue Jean Bachelet, , ,93360,NEUILLY PLAISANCE,Neuilly-Plaisance,Numéro de rue,101,ECOLE MATERNELLE,93,24,93049
665940.600000001,6868493.3045,Ecole élémentaire d'application Benoît Malon 1,0931075N,6888,0931075N,Ecole élémentaire d'application Benoît Malon 1,BENOIT MALON 1,Public,54 avenue Benoît Malon, , ,93190,LIVRY GARGAN,Livry-Gargan,Numéro de rue,153,ECOLE ELEMENTAIRE D APPLICATION,93,24,93046
655089.700000003,6870489.3045,Ecole élémentaire Jules Vallès,0931078S,6889,0931078S,Ecole élémentaire Jules Vallès,JULES VALLES,Public,44 avenue Roger  Salengro, , ,93120,LA COURNEUVE,La Courneuve,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,93,24,93027
651222.600000001,6867844.8045,Ecole élémentaire Alexandre Bachelet,0931084Y,6890,0931084Y,Ecole élémentaire Alexandre Bachelet,ALEXANDRE BACHELET,Public,14 rue Alexandre Bachelet, , ,93400,ST OUEN,Saint-Ouen,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,93,24,93070
660311.700000003,6869047.0045,Ecole maternelle France Bloch,0931182E,6891,0931182E,Ecole maternelle France Bloch,FRANCE BLOCH,Public,63 rue Auguste Blanqui, , ,93700,DRANCY,Drancy,Numéro de rue,101,ECOLE MATERNELLE,93,24,93029
644226.399999999,6866833.1045,Ecole primaire publique Auguste Rodin,0922456V,6892,0922456V,Ecole primaire publique Auguste Rodin,AUGUSTE RODIN,Public,2 allée Rodin, , ,92400,COURBEVOIE,Courbevoie,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,92,25,92026
657942.799999997,6869790.1045,Ecole élémentaire Diderot 1,0930171F,6893,0930171F,Ecole élémentaire Diderot 1,DIDEROT 1,Public,246 rue de la République, , ,93700,DRANCY,Drancy,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,93,24,93029
666590.299999997,6869579.5045,Ecole élémentaire d'application Jacob 2,0930697C,6894,0930697C,Ecole élémentaire d'application Jacob 2,JACOB 2,Public,2 rue Camille Nicolas, , ,93190,LIVRY GARGAN,Livry-Gargan,Numéro de rue,153,ECOLE ELEMENTAIRE D APPLICATION,93,24,93046
654500.799999997,6870182.2045,Ecole primaire Joséphine Baker,0932485W,6895,0932485W,Ecole primaire Joséphine Baker,JOSEPHINE BAKER,Public,1-3 parvis Joséphine Baker, , ,93120,LA COURNEUVE,La Courneuve,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,93,24,93027
658701.899999999,6869713.6045,Ecole primaire Aimée Césaire,0932486X,6896,0932486X,Ecole primaire Aimée Césaire,AIME CESAIRE,Public,3-5 rue de Prague, , ,93700,DRANCY,Drancy,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,93,24,93029
667173.5,6861051.7045,Ecole élémentaire Simone Veil,0932708N,6897,0932708N,Ecole élémentaire Simone Veil,SIMONE VEIL,Public,6 mail des Droits de l'Homme, , ,93160,NOISY LE GRAND,Noisy-le-Grand,Ville,151,ECOLE DE NIVEAU ELEMENTAIRE,93,24,93051
649484.799999997,6882784.7045,Ecole maternelle Le Trait d'Union,0951372A,6898,0951372A,Ecole maternelle Le Trait d'Union,LE TRAIT D'UNION,Public,11 RUE DES CORDONNIERS, , ,95570,BOUFFEMONT,Bouffémont,Numéro de rue,101,ECOLE MATERNELLE,95,25,95091
643580.299999997,6891563.6045,Ecole maternelle Jean de La Fontaine,0951374C,6899,0951374C,Ecole maternelle Jean de La Fontaine,JEAN DE LA FONTAINE,Public,52 allée des Sablières, , ,95290,L ISLE ADAM,L'Isle-Adam,Numéro de rue,101,ECOLE MATERNELLE,95,25,95313
644963.0,6880180.0045,Ecole maternelle Jacques Prévert,0951410S,6900,0951410S,Ecole maternelle Jacques Prévert,JACQUES PREVERT,Public,Rue du Plessis, , ,95320,ST LEU LA FORET,Saint-Leu-la-Forêt,Ville,101,ECOLE MATERNELLE,95,25,95563
659363.299999997,6876342.8045,Ecole maternelle Maurice Genevoix,0951431P,6901,0951431P,Ecole maternelle Maurice Genevoix,MAURICE GENEVOIX,Public,Parc d'Orgemont, , ,95500,GONESSE,Gonesse,Numéro de rue,101,ECOLE MATERNELLE,95,25,95277
631610.800099999,6884712.4045,Ecole maternelle Les Vignes,0951432R,6902,0951432R,Ecole maternelle Les Vignes,LES VIGNES,Public,1 rue JEAN LAROSA, , ,95520,OSNY,Osny,Numéro de rue,101,ECOLE MATERNELLE,95,25,95476
649446.600000001,6882820.0045,Ecole élémentaire Le Trait d'Union,0951447G,6903,0951447G,Ecole élémentaire Le Trait d'Union,LE TRAIT D'UNION,Public,9 rue des Cordonniers, , ,95570,BOUFFEMONT,Bouffémont,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95091
632174.100100003,6882279.9045,Ecole maternelle Le Chemin Dupuis,0951481U,6904,0951481U,Ecole maternelle Le Chemin Dupuis,LE CHEMIN DUPUIS,Public,Avenue des Trois Fontaines, , ,95000,CERGY,Cergy,Numéro de rue,101,ECOLE MATERNELLE,95,25,95127
643163.399999999,6880382.6045,Ecole élémentaire Rene Goscinny,0951524R,6905,0951524R,Ecole élémentaire Rene Goscinny,RENE GOSCINNY,Public,50 rue de la Treille, , ,95150,TAVERNY,Taverny,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95607
645255.100000001,6874769.3045,Ecole maternelle Anne Franck,0951645X,6906,0951645X,Ecole maternelle Anne Franck,ANNE FRANCK,Public,1 rue DU DOCTEUR ALISON, , ,95110,SANNOIS,Sannois,Numéro de rue,101,ECOLE MATERNELLE,95,25,95582
642070.399999999,6878839.7045,Ecole maternelle Les Belles Feuilles,0951651D,6907,0951651D,Ecole maternelle Les Belles Feuilles,LES BELLES FEUILLES,Public,7 rue des Primevères, , ,95150,TAVERNY,Taverny,Numéro de rue,101,ECOLE MATERNELLE,95,25,95607
660763.5,6882751.1045,Ecole primaire Yvonne de Gaulle,0951661P,6908,0951661P,Ecole primaire Yvonne de Gaulle,YVONNE DE GAULLE,Public,Place Sidney Bechet, , ,95190,GOUSSAINVILLE,Goussainville,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95280
628767.000100002,6883718.5045,Ecole maternelle La Chanterelle,0951662R,6909,0951662R,Ecole maternelle La Chanterelle,LA CHANTERELLE,Public,Rue de la Chanterelle, , ,95800,CERGY,Cergy,Numéro de rue,101,ECOLE MATERNELLE,95,25,95127
628749.800099999,6883783.0045,Ecole élémentaire La Chanterelle,0951663S,6910,0951663S,Ecole élémentaire La Chanterelle,LA CHANTERELLE,Public,2 rue de la Chanterelle, , ,95800,CERGY,Cergy,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95127
628282.700099997,6883025.9045,Ecole maternelle Les Essarts,0951689V,6911,0951689V,Ecole maternelle Les Essarts,LES ESSARTS,Public,1 avenue DES ESSARTS, , ,95800,CERGY,Cergy,Numéro de rue,101,ECOLE MATERNELLE,95,25,95127
628077.200099997,6881144.8045,école primaire le Boulingrin,0951690W,6912,0951690W,école primaire le Boulingrin,LE BOULINGRIN,Public,55 avenue Simone Signoret, , ,95490,VAUREAL,Vauréal,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95637
627986.000100002,6883900.0045,Ecole élémentaire Le Point du Jour,0951732S,6913,0951732S,Ecole élémentaire Le Point du Jour,LE POINT DU JOUR,Public,Passage de l'Eveil, , ,95800,CERGY,Cergy,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95127
628589.000100002,6881463.7045,Ecole élémentaire l'Allée Couverte,0951734U,6914,0951734U,Ecole élémentaire l'Allée Couverte,L'ALLEE COUVERTE,Public,59 avenue Gavroche, , ,95490,VAUREAL,Vauréal,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95637
642959.0,6870618.1045,Ecole maternelle Jacques Prévert,0951737X,6915,0951737X,Ecole maternelle Jacques Prévert,JACQUES PREVERT,Public,26 rue de l'Agriculture, , ,95870,BEZONS,Bezons,Numéro de rue,101,ECOLE MATERNELLE,95,25,95063
663343.100000001,6883910.6045,Ecole élémentaire La Fontaine Sainte-Geneviève,0951744E,6916,0951744E,Ecole élémentaire La Fontaine Sainte-Geneviève,LA FONTAINE STE GENEVIEVE,Public,10 SQUARE DE MADRID, , ,95380,LOUVRES,Louvres,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95351
648920.5,6860937.7045,Ecole maternelle privée The Little English Montessori School,0755565S,6917,0755565S,Ecole maternelle privée The Little English Montessori School,THE LITTLE ENGLISH MONTESSORI SCHOOL,Privé,10 rue Clouet, , ,75015,PARIS,Paris 15e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75115
654643.0,6866741.7045,Ecole Primaire Publique Claude Bernard,0755591V,6918,0755591V,Ecole Primaire Publique Claude Bernard,CLAUDE BERNARD,Public,118 boulevard Mac Donald, , ,75019,PARIS,Paris 19e  Arrondissement,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,75,01,75119
654318.0,6858832.5045,Ecole Primaire Publique des Grands Moulins,0755592W,6919,0755592W,Ecole Primaire Publique des Grands Moulins,DES GRANDS MOULINS,Public,47 rue des Grands Moulins, , ,75013,PARIS,Paris 13e  Arrondissement,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,75,01,75113
654535.399999999,6866712.6045,Ecole Primaire Publique Macdonald,0755842T,6920,0755842T,Ecole Primaire Publique Macdonald,MACDONALD,Public,141 boulevard Mac Donald, , ,75019,PARIS,Paris 19e  Arrondissement,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,75,01,75119
677574.299999997,6811774.0046,Ecole primaire privée Sainte-Marie,0771268K,6921,0771268K,Ecole primaire privée Sainte-Marie,SAINTE-MARIE,Privé,71 rue Saint Honoré, , ,77300,FONTAINEBLEAU,Fontainebleau,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,77,24,77186
676180.200000003,6851338.0045,Ecole primaire privée Sainte-Thérèse,0771294N,6922,0771294N,Ecole primaire privée Sainte-Thérèse,SAINTE-THERESE,Privé,6 avenue du Général de Gaulle, , ,77330,OZOIR LA FERRIERE,Ozoir-la-Ferrière,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,77,24,77350
