X,Y,nom,id,objectid,numero_uai,appellatio,patronyme_,secteur_pu,adresse_ua,lieu_dit_u,boite_post,code_posta,localite_a,libelle_co,localisati,nature_uai,nature_u_1,code_depar,code_acade,code_commu
699335.700000003,6857286.4045,Ecole primaire Le Champ du Seigle,0770241U,97,0770241U,Ecole primaire Le Champ du Seigle,LE CHAMP DU SEIGLE,Public,Rue de Paris,TRESMES, ,77515,POMMEUSE,Pommeuse,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,77,24,77371
689263.200000003,6862551.1045,Ecole primaire Pierre Falke,0770252F,98,0770252F,Ecole primaire Pierre Falke,PIERRE FALKE,Public,Place Chevalier Bourlamaque, , ,77580,COUTEVROULT,Coutevroult,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,77,24,77141
686101.0,6862839.0045,Ecole élémentaire Les Semailles,0770259N,99,0770259N,Ecole élémentaire Les Semailles,LES SEMAILLES,Public,43 rue des Labours, , ,77700,MAGNY LE HONGRE,Magny-le-Hongre,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,77,24,77268
692557.0,6861107.3045,Ecole élémentaire André Vallée,0770272C,100,0770272C,Ecole élémentaire André Vallée,ANDRE VALLEE,Public,2 rue de l'Eglise, , ,77580,VOULANGIS,Voulangis,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,77,24,77529
686691.399999999,6885783.9045,Ecole primaire Charles Lecour,0770283P,101,0770283P,Ecole primaire Charles Lecour,CHARLES LECOUR,Public,Rue Jean des Barres, , ,77178,OISSERY,Oissery,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,77,24,77344
672750.100000001,6883144.1045,Ecole primaire,0770284R,102,0770284R,Ecole primaire, ,Public,Rue Jean Moulin, , ,77230,MOUSSY LE VIEUX,Moussy-le-Vieux,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,77,24,77323
670201.600000001,6879938.0045,Ecole primaire Saint Exupéry,0770289W,103,0770289W,Ecole primaire Saint Exupéry,SAINT EXUPERY,Public,4 bis rue de Brouet, , ,77990,LE MESNIL AMELOT,Le Mesnil-Amelot,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,77,24,77291
699692.0,6819004.0046,Ecole maternelle,0770301J,104,0770301J,Ecole maternelle, ,Public,137 rue Grande, , ,77154,COUTENCON,Coutençon,BATIMENT,101,ECOLE MATERNELLE,77,24,77140
706533.100000001,6818715.5046,Ecole primaire Marie-Paule Courtois,0770307R,105,0770307R,Ecole primaire Marie-Paule Courtois,MARIE PAULE COURTOIS,Public,10 rue EDISON, , ,77520,GURCY LE CHATEL,Gurcy-le-Châtel,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,77,24,77223
712312.200000003,6815441.8046,Ecole élémentaire,0770319D,106,0770319D,Ecole élémentaire, ,Public,7 rue de la Mairie, , ,77520,VIMPELLES,Vimpelles,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,77,24,77524
711019.399999999,6874886.6045,Ecole primaire Joseph Paul Meslé,0770343E,107,0770343E,Ecole primaire Joseph Paul Meslé,JOSEPH PAUL MESLE,Public,Rue Roubineau, , ,77260,CHAMIGNY,Chamigny,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,77,24,77078
717357.299999997,6869220.1045,Ecole élémentaire,0770344F,108,0770344F,Ecole élémentaire, ,Public,Rue de la Mairie, , ,77750,BUSSIERES,Bussières,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,77,24,77057
719719.100000001,6855235.7045,Ecole primaire Le Champlat,0770357V,109,0770357V,Ecole primaire Le Champlat,LE CHAMPLAT,Public,46 rue de la Poterne, , ,77320,JOUY SUR MORIN,Jouy-sur-Morin,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,77,24,77240
726470.0,6857452.0045,Ecole élémentaire,0770364C,110,0770364C,Ecole élémentaire, ,Public,2 rue Roger Roch, , ,77320,ST BARTHELEMY,Saint-Barthélemy,BATIMENT,151,ECOLE DE NIVEAU ELEMENTAIRE,77,24,77402
678750.100000001,6811001.1046,Ecole primaire Le Bréau,0770380V,111,0770380V,Ecole primaire Le Bréau,LE BREAU,Public,Rue des Rossignols, , ,77300,FONTAINEBLEAU,Fontainebleau,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,77,24,77186
677725.0,6812057.6046,Ecole maternelle la Cloche,0770383Y,112,0770383Y,Ecole maternelle la Cloche,LA CLOCHE,Public,48 rue de la Cloche, , ,77300,FONTAINEBLEAU,Fontainebleau,Numéro de rue,101,ECOLE MATERNELLE,77,24,77186
681655.299999997,6816789.3046,Ecole élémentaire Alfred Binet,0770391G,113,0770391G,Ecole élémentaire Alfred Binet,ALFRED BINET,Public,44 rue Fouquet, , ,77920,SAMOIS SUR SEINE,Samois-sur-Seine,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,77,24,77441
681821.0,6813728.2046,Ecole élémentaire,0770392H,114,0770392H,Ecole élémentaire, ,Public,1 rue DES PAS ROCHES, , ,77210,SAMOREAU,Samoreau,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,77,24,77442
678063.399999999,6860060.8045,Ecole élémentaire les Violennes,0770396M,115,0770396M,Ecole élémentaire les Violennes,LES VIOLENNES,Public,4 allée des 2 Châteaux, , ,77600,BUSSY ST GEORGES,Bussy-Saint-Georges,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,77,24,77058
669145.399999999,6864652.9045,Ecole élémentaire Georges Fournier,0770414G,116,0770414G,Ecole élémentaire Georges Fournier,GEORGES FOURNIER,Public,53 avenue Henin, , ,77500,CHELLES,Chelles,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,77,24,77108
669116.5,6863222.9045,Ecole élémentaire Grande Prairie,0770417K,117,0770417K,Ecole élémentaire Grande Prairie,GRANDE PRAIRIE,Public,22 ter rue des Cottages, , ,77500,CHELLES,Chelles,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,77,24,77108
679292.200000003,6862519.3045,Ecole élémentaire Gustave Ribaud,0770426V,118,0770426V,Ecole élémentaire Gustave Ribaud,GUSTAVE RIBAUD,Public,23 allée de l'Ermitage, , ,77600,CONCHES SUR GONDOIRE,Conches-sur-Gondoire,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,77,24,77124
671265.100000001,6829374.8045,Ecole primaire Louis Pasteur,0770602L,119,0770602L,Ecole primaire Louis Pasteur,LOUIS PASTEUR,Public,32 rue du Seigle, , ,77240,VERT ST DENIS,Vert-Saint-Denis,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,77,24,77495
627082.700099997,6825751.3046,Ecole élémentaire Georges Leplatre,0910064A,120,0910064A,Ecole élémentaire Georges Leplatre,GEORGES LEPLATRE,Public,Rue Jubé de la Pérelle, , ,91410,DOURDAN,Dourdan,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,91,25,91200
637699.399999999,6829288.4045,Ecole primaire Henri Le Cocq,0910072J,121,0910072J,Ecole primaire Henri Le Cocq,HENRI LE COCQ,Public,Hameau de Jouy 6 rue des Ecoles, , ,91650,BREUX JOUY,Breux-Jouy,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,91,25,91106
639615.5,6827054.7046,Ecole maternelle Les Tilleuls,0910078R,122,0910078R,Ecole maternelle Les Tilleuls,LES TILLEULS,Public,2 chemin des Graviers, , ,91910,ST SULPICE DE FAVIERES,Saint-Sulpice-de-Favières,Numéro de rue,101,ECOLE MATERNELLE,91,25,91578
630691.4001,6829847.1045,Ecole primaire La Remarde,0910083W,123,0910083W,Ecole primaire La Remarde,LA REMARDE,Public,94 rue du Village, , ,91530,LE VAL ST GERMAIN,Le Val-Saint-Germain,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,91,25,91630
626373.200099997,6813441.9046,Ecole élémentaire école publique,0910089C,124,0910089C,Ecole élémentaire école publique,ECOLE PUBLIQUE,Public,5 rue de la Mairie, , ,91780,MEROBERT,Mérobert,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,91,25,91393
654680.700000003,6806849.3046,Ecole élémentaire école publique,0910099N,125,0910099N,Ecole élémentaire école publique,ECOLE PUBLIQUE,Public,1 PLACE DE L EGLISE, , ,91720,BUNO BONNEVAUX,Buno-Bonnevaux,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,91,25,91121
661130.0,6815718.1046,Ecole primaire LA SOURCE,0910101R,126,0910101R,Ecole primaire,LA SOURCE,Public,4 rue du Moulin, , ,91490,COURANCES,Courances,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,91,25,91180
645496.0,6812044.8046,Ecole élémentaire école publique,0910112C,127,0910112C,Ecole élémentaire école publique,ECOLE PUBLIQUE,Public,43 rue de la Grande Vallée, , ,91150,PUISELET LE MARAIS,Puiselet-le-Marais,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,91,25,91508
648629.700000003,6810513.3046,Ecole élémentaire école publique,0910115F,128,0910115F,Ecole élémentaire école publique,ECOLE PUBLIQUE,Public,16 rue de la Mairie, , ,91720,VALPUISEAUX,Valpuiseaux,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,91,25,91629
627498.9001,6810035.5046,Ecole primaire Phalier Jacques Sardon,0910125S,129,0910125S,Ecole primaire Phalier Jacques Sardon,PHALIER JACQUES SARDON,Public,Place Saint Aignan, , ,91740,CHALOU MOULINEUX,Chalou-Moulineux,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,91,25,91131
634999.600100003,6807323.2046,Ecole élémentaire Serge Lefranc,0910133A,130,0910133A,Ecole élémentaire Serge Lefranc,SERGE LEFRANC,Public,14 rue Jean Moulin, , ,91690,SACLAS,Saclas,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,91,25,91533
642196.899999999,6821694.5046,Ecole élémentaire PUBLIQUE,0910139G,131,0910139G,Ecole élémentaire,ECOLE PUBLIQUE,Public,7 rue des écoles, , ,91580,AUVERS ST GEORGES,Auvers-Saint-Georges,Ville,151,ECOLE DE NIVEAU ELEMENTAIRE,91,25,91038
641981.899999999,6824065.4046,Ecole primaire Gabriel Bolifraud,0910152W,132,0910152W,Ecole primaire Gabriel Bolifraud,GABRIEL BOLIFRAUD,Public,11 rue DES FRERES BOLIFRAUD, , ,91730,CHAMARANDE,Chamarande,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,91,25,91132
655990.0,6862242.5045,Ecole maternelle LESSEPS M,0751329M,133,0751329M,Ecole maternelle,LESSEPS M,Public,9 rue de Lesseps, , ,75020,PARIS,Paris 20e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75120
670297.700000003,6837008.7045,Ecole primaire privée La Petite Plume,0772850E,134,0772850E,Ecole primaire privée La Petite Plume,LA PETITE PLUME,Privé,249 rue DE NOISEMONT, , ,77550,MOISSY CRAMAYEL,Moissy-Cramayel,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,77,24,77296
645263.600000001,6833714.5045,Ecole de niveau élémentaire A l'Ere libre,0912380T,135,0912380T,Ecole de niveau élémentaire A l'Ere libre,A L'ERE LIBRE,Privé,19 bis rue DE L ALUN, , ,91180,ST GERMAIN LES ARPAJON,Saint-Germain-lès-Arpajon,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,91,25,91552
627641.4001,6853383.9045,Ecole élémentaire privée de l'Institut,0783649T,136,0783649T,Ecole élémentaire privée de l'Institut,DE L'INSTITUT,Privé,3 rue FRANCOIS GEOFFRE, , ,78180,MONTIGNY LE BRETONNEUX,Montigny-le-Bretonneux,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78423
644074.100000001,6861120.8045,Ecole primaire privée Saint Joseph du Parchamp,0921065H,137,0921065H,Ecole primaire privée Saint Joseph du Parchamp,SAINT JOSEPH DU PARCHAMP,Privé,6 rue du Parchamp, , ,92100,BOULOGNE BILLANCOURT,Boulogne-Billancourt,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,92,25,92012
652037.5,6875014.7045,Ecole primaire privée Institution Notre-Dame de La Providence,0950848F,138,0950848F,Ecole primaire privée Institution Notre-Dame de La Providence,INSTIT N-D DE LA PROVIDENCE,Privé,10 rue du Château, , ,95360,MONTMAGNY,Montmagny,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95427
648245.200000003,6849719.4045,Ecole élémentaire publique Paul Bert,0921463R,139,0921463R,Ecole élémentaire publique Paul Bert,PAUL BERT,Public,67 avenue Jean Monnet, , ,92160,ANTONY,Antony,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,92,25,92002
653063.299999997,6858512.2045,Ecole primaire CHOISY,0750856Y,140,0750856Y,Ecole primaire,CHOISY,Public,103  AVENUE DE CHOISY, , ,75013,PARIS,Paris 13e  Arrondissement,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,75,01,75113
648861.299999997,6859834.8045,Ecole primaire CORBON,0750863F,141,0750863F,Ecole primaire,CORBON,Public,3 rue Corbon, , ,75015,PARIS,Paris 15e  Arrondissement,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,75,01,75115
653264.600000001,6865826.6045,Ecole élémentaire GUADELOUPE,0750897T,142,0750897T,Ecole élémentaire,GUADELOUPE,Public,2 rue de la Guadeloupe, , ,75018,PARIS,Paris 18e  Arrondissement,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,75,01,75118
652720.299999997,6862159.4045,Ecole primaire MOUSSY,0750945V,143,0750945V,Ecole primaire,MOUSSY,Public,9 rue de Moussy, , ,75004,PARIS,Paris  4e  Arrondissement,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,75,01,75104
651973.299999997,6864698.7045,Ecole primaire TURGOT,0751015W,144,0751015W,Ecole primaire,TURGOT,Public,15 rue Turgot, , ,75009,PARIS,Paris  9e  Arrondissement,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,75,01,75109
651529.399999999,6864105.8045,Ecole primaire VICTOIRE,0751017Y,145,0751017Y,Ecole primaire,VICTOIRE,Public,16 rue de la Victoire, , ,75009,PARIS,Paris  9e  Arrondissement,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,75,01,75109
654499.299999997,6863923.0045,Ecole primaire RAMPAL,0751114D,146,0751114D,Ecole primaire,RAMPAL,Public,11 rue Rampal, , ,75019,PARIS,Paris 19e  Arrondissement,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,75,01,75119
645769.200000003,6860694.9045,Ecole primaire d'application MICHEL ANGE,0751156Z,147,0751156Z,Ecole primaire d'application,MICHEL ANGE,Public,51 rue Michel Ange, , ,75016,PARIS,Paris 16e  Arrondissement,Numéro de rue,153,ECOLE ELEMENTAIRE D APPLICATION,75,01,75116
654121.200000003,6863216.7045,Ecole primaire TROIS BORNES,0751227B,148,0751227B,Ecole primaire,TROIS BORNES,Public,39 rue des trois Bornes, , ,75011,PARIS,Paris 11e  Arrondissement,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,75,01,75111
651547.5,6863310.9045,Ecole maternelle VIVIENNE,0751239P,149,0751239P,Ecole maternelle,VIVIENNE,Public,11 rue Vivienne, , ,75002,PARIS,Paris  2e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75102
650694.200000003,6858647.7045,Ecole maternelle SARRETTE,0751246X,150,0751246X,Ecole maternelle,SARRETTE,Public,34 rue Sarrette, , ,75014,PARIS,Paris 14e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75114
654151.0,6860469.4045,Ecole maternelle BERCY N,0751261N,151,0751261N,Ecole maternelle,BERCY N,Public,167 rue de Bercy, , ,75012,PARIS,Paris 12e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75112
652525.299999997,6862333.3045,Ecole élèmentaire ST MERRI,0751268W,152,0751268W,Ecole élèmentaire,ST MERRI,Public,11 rue Saint Merri, , ,75004,PARIS,Paris  4e  Arrondissement,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,75,01,75104
650211.5,6866216.5045,Ecole maternelle FLEURS,0751305L,153,0751305L,Ecole maternelle,FLEURS,Public,61 cité des Fleurs, , ,75017,PARIS,Paris 17e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75117
647052.899999999,6863269.0045,Ecole maternelle LONGCHAMP S,0751333S,154,0751333S,Ecole maternelle,LONGCHAMP S,Public,130 rue de Longchamp, , ,75016,PARIS,Paris 16e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75116
656910.899999999,6861334.2045,Ecole maternelle MARYSE HILSZ B,0751342B,155,0751342B,Ecole maternelle,MARYSE HILSZ B,Public,18 rue Maryse Hilsz, , ,75020,PARIS,Paris 20e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75120
652912.600000001,6859336.0045,Ecole maternelle STEPHEN PICHON,0751397L,156,0751397L,Ecole maternelle,STEPHEN PICHON,Public,28 avenue Stephen Pichon, , ,75013,PARIS,Paris 13e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75113
647206.200000003,6860216.7045,Ecole maternelle VARET,0751418J,157,0751418J,Ecole maternelle,VARET,Public,9 rue Varet, , ,75015,PARIS,Paris 15e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75115
652591.200000003,6864059.9045,Ecole maternelle PARADIS,0752211W,158,0752211W,Ecole maternelle,PARADIS,Public,20 rue de Paradis, , ,75010,PARIS,Paris 10e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75110
651717.5,6862379.9045,Ecole primaire ARBRE SEC,0752401C,159,0752401C,Ecole primaire,ARBRE SEC,Public,15 rue de l'Arbre Sec, , ,75001,PARIS,Paris  1er Arrondissement,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,75,01,75101
653479.399999999,6859405.5045,Ecole maternelle DUNOIS H,0753188H,160,0753188H,Ecole maternelle,DUNOIS H,Public,71 rue Dunois, , ,75013,PARIS,Paris 13e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75113
647918.899999999,6865594.8045,Ecole maternelle d'application LOUIS VIERNE,0753580J,161,0753580J,Ecole maternelle d'application,LOUIS VIERNE,Public,4 rue Louis Vierne, , ,75017,PARIS,Paris 17e  Arrondissement,Numéro de rue,103,ECOLE MATERNELLE D APPLICATION,75,01,75117
655953.700000003,6863517.8045,Ecole maternelle PELLEPORT L,0753582L,162,0753582L,Ecole maternelle,PELLEPORT L,Public,99 rue Pelleport, , ,75020,PARIS,Paris 20e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75120
650857.399999999,6865802.5045,Ecole maternelle CARPEAUX,0754490Y,163,0754490Y,Ecole maternelle,CARPEAUX,Public,5 rue Carpeaux, , ,75018,PARIS,Paris 18e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75118
653214.600000001,6863770.2045,Ecole maternelle LEGOUVE,0754866G,164,0754866G,Ecole maternelle,LEGOUVE,Public,6 rue Legouve, , ,75010,PARIS,Paris 10e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75110
652460.299999997,6865190.7045,Ecole élémentaire GOUTTE D'OR J,0754868J,165,0754868J,Ecole élémentaire,GOUTTE D'OR J,Public,49 bis rue de la Goutte d'Or, , ,75018,PARIS,Paris 18e  Arrondissement,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,75,01,75118
649274.200000003,6854339.3045,Ecole primaire publique Paul Eluard,0921808R,166,0921808R,Ecole primaire publique Paul Eluard,PAUL ELUARD,Public,1 mail DES TERTRES, , ,92220,BAGNEUX,Bagneux,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,92,25,92007
646095.399999999,6870495.8045,Ecole élémentaire publique Jean-Jacques Rousseau,0920229Z,167,0920229Z,Ecole élémentaire publique Jean-Jacques Rousseau,JEAN-JACQUES ROUSSEAU,Public,52 rue Jean-Jacques Rousseau, , ,92700,COLOMBES,Colombes,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,92,25,92025
644604.200000003,6868581.8045,Ecole élémentaire publique Léon Bourgeois A,0920247U,168,0920247U,Ecole élémentaire publique Léon Bourgeois A,LEON BOURGEOIS A,Public,7 rue Léon Bourgeois, , ,92700,COLOMBES,Colombes,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,92,25,92025
645446.399999999,6870120.5045,Ecole élémentaire publique Marcellin Berthelot A,0920294V,169,0920294V,Ecole élémentaire publique Marcellin Berthelot A,MARCELIN BERTHELOT A,Public,100  BOULEVARD DE VALMY, , ,92700,COLOMBES,Colombes,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,92,25,92025
646842.799999997,6870088.7045,Ecole élémentaire publique Descartes B,0920299A,170,0920299A,Ecole élémentaire publique Descartes B,DESCARTES B,Public,2 rue des Mourinoux, , ,92600,ASNIERES SUR SEINE,Asnières-sur-Seine,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,92,25,92004
648683.100000001,6867060.4045,Ecole élémentaire publique Louis Pasteur B,0920337S,171,0920337S,Ecole élémentaire publique Louis Pasteur B,LOUIS PASTEUR B,Public,2 rue Ferdinand Buisson, , ,92110,CLICHY,Clichy,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,92,25,92024
649959.5,6856391.6045,Ecole élémentaire publique Henri Wallon B,0920358P,172,0920358P,Ecole élémentaire publique Henri Wallon B,HENRI WALLON B,Public,2 avenue de Stalingrad, , ,92220,BAGNEUX,Bagneux,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,92,25,92007
648834.100000001,6868891.2045,Ecole élémentaire publique Les Grésillons B,0920415B,173,0920415B,Ecole élémentaire publique Les Grésillons B,LES GRESILLONS B,Public,37 rue François Kovac, , ,92230,GENNEVILLIERS,Gennevilliers,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,92,25,92036
648954.899999999,6849061.3045,Ecole élémentaire publique Les Rabats,0920428R,174,0920428R,Ecole élémentaire publique Les Rabats,LES RABATS,Public,167 rue des Rabats, , ,92160,ANTONY,Antony,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,92,25,92002
648892.600000001,6851143.8045,Ecole élémentaire publique Velpeau,0920444H,175,0920444H,Ecole élémentaire publique Velpeau,VELPEAU,Public,22 bis avenue Jeanne d'Arc, , ,92160,ANTONY,Antony,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,92,25,92002
648844.299999997,6853918.2045,Ecole maternelle publique Les Blagis,0920459Z,176,0920459Z,Ecole maternelle publique Les Blagis,LES BLAGIS,Public,1  PLACE DES AILANTES, , ,92330,SCEAUX,Sceaux,Numéro de rue,101,ECOLE MATERNELLE,92,25,92071
646266.399999999,6868538.7045,Ecole maternelle publique Paul Bert,0920472N,177,0920472N,Ecole maternelle publique Paul Bert,PAUL BERT,Public,25 rue Charles Duflos, , ,92270,BOIS COLOMBES,Bois-Colombes,Numéro de rue,101,ECOLE MATERNELLE,92,25,92009
647794.299999997,6870099.5045,Ecole maternelle publique Paul Langevin,0920476T,178,0920476T,Ecole maternelle publique Paul Langevin,PAUL LANGEVIN,Public,83 rue de la Couture d'Auxerre, , ,92230,GENNEVILLIERS,Gennevilliers,Numéro de rue,101,ECOLE MATERNELLE,92,25,92036
648427.899999999,6854487.7045,Ecole maternelle publique La Roue,0920497R,179,0920497R,Ecole maternelle publique La Roue,LA ROUE,Public,50 avenue Gabriel Péri, , ,92260,FONTENAY AUX ROSES,Fontenay-aux-Roses,Numéro de rue,101,ECOLE MATERNELLE,92,25,92032
644909.5,6869672.1045,Ecole maternelle publique Reine Henriette,0920501V,180,0920501V,Ecole maternelle publique Reine Henriette,REINE HENRIETTE,Public,10  RUE GAY LUSSAC, , ,92700,COLOMBES,Colombes,Numéro de rue,101,ECOLE MATERNELLE,92,25,92025
642658.299999997,6863176.3045,Ecole maternelle publique Les Raguidelles,0920519P,181,0920519P,Ecole maternelle publique Les Raguidelles,LES RAGUIDELLES,Public,2 rue du Docteur Emile Roux, , ,92150,SURESNES,Suresnes,Numéro de rue,101,ECOLE MATERNELLE,92,25,92073
640161.600000001,6865928.6045,Ecole maternelle publique Paul Langevin,0920520R,182,0920520R,Ecole maternelle publique Paul Langevin,PAUL LANGEVIN,Public,11 rue Paul Langevin, , ,92000,NANTERRE,Nanterre,Numéro de rue,101,ECOLE MATERNELLE,92,25,92050
645087.600000001,6853434.4045,Ecole maternelle publique Louis Hachette,0920529A,183,0920529A,Ecole maternelle publique Louis Hachette,LOUIS HACHETTE,Public,PLACE DEPORTES ET INT RESISTANCE, , ,92350,LE PLESSIS ROBINSON,Le Plessis-Robinson,Rue,101,ECOLE MATERNELLE,92,25,92060
644313.899999999,6866575.5045,Ecole maternelle publique Alfred de Musset,0920534F,184,0920534F,Ecole maternelle publique Alfred de Musset,ALFRED DE MUSSET,Public,20 boulevard de la Mission Marchand, , ,92400,COURBEVOIE,Courbevoie,Numéro de rue,101,ECOLE MATERNELLE,92,25,92026
645397.700000003,6858070.5045,Ecole maternelle publique Paul Bert,0920541N,185,0920541N,Ecole maternelle publique Paul Bert,PAUL BERT,Public,18 rue Paul Bert, , ,92130,ISSY LES MOULINEAUX,Issy-les-Moulineaux,Numéro de rue,101,ECOLE MATERNELLE,92,25,92040
