objectid,numero_uai,appellatio,denominati,patronyme_,secteur_pu,adresse_ua,lieu_dit_u,boite_post,code_posta,localite_a,libelle_co,appariemen,localisati,nature_uai,etat_eta_1,code_depar,code_acade,code_commu,libelle_de,libelle_ac,contrat,id,nom,x,y
925,0783656A,Ecole général et technologique du groupe scolaire privé Samarcande,ECOLE GEN.ET TECHNOL.PRIVEE,SAMARCANDE,Privé,3 rue FRANCOIS GEOFFRE, , ,78180,MONTIGNY LE BRETONNEUX,Montigny-le-Bretonneux,Parfaite,Numéro de rue,300,OUVERT,78,25,78423,Yvelines,Versailles,Privé hors contrat,0783656A,Ecole général et technologique du groupe scolaire privé Samarcande,627652.200057,6853405.30454
926,0783657B,Lycée d'enseignement général privé Saint-Augustin,LYCEE GENERAL PRIVE,SAINT-AUGUSTIN,Privé,39  RUE GRANDE FONTAINE, , ,78100,ST GERMAIN EN LAYE,Saint-Germain-en-Laye,Parfaite,Numéro de rue,302,OUVERT,78,25,78551,Yvelines,Versailles,Privé sous contrat,0783657B,Lycée d'enseignement général privé Saint-Augustin,632994.500052,6866685.30453
927,0951841K,Section d'enseignement professionnel du lycée polyvalent Arthur Rimbaud,SECTION ENSEIGNT PROFESSIONNEL,LPO ARTHUR RIMBAUD,Public,99 avenue de la Division Leclerc, , ,95140,GARGES LES GONESSE,Garges-lès-Gonesse,Parfaite,Numéro de rue,334,OUVERT,95,25,95268,Val-d'Oise,Versailles, ,0951841K,Section d'enseignement professionnel du lycée polyvalent Arthur Rimbaud,655719.700035,6874543.50453
928,0951912M,Section d'enseignement professionnel du lycée polyvalent de la Tourelle,SECTION ENSEIGNT PROFESSIONNEL,LPO DE LA TOURELLE,Public,8 rue FERNAND LEGER, , ,95200,SARCELLES,Sarcelles,Parfaite,Numéro de rue,334,OUVERT,95,25,95585,Val-d'Oise,Versailles, ,0951912M,Section d'enseignement professionnel du lycée polyvalent de la Tourelle,654743.100035,6877100.00452
929,0951913N,Section d'enseignement professionnel du lycée polyvalent Jean Jaurès,SECTION ENSEIGNT PROFESSIONNEL,LPO JEAN JAURES,Public,25 rue CHARLES LECOQ, , ,95104,ARGENTEUIL CEDEX,Argenteuil,Parfaite,Numéro de rue,334,OUVERT,95,25,95018,Val-d'Oise,Versailles, ,0951913N,Section d'enseignement professionnel du lycée polyvalent Jean Jaurès,643207.300044,6871356.20453
930,0951935M,Section d'enseignement professionnel du lycée polyvalent Jean Perrin,SECTION ENSEIGNT PROFESSIONNEL,LPO JEAN PERRIN,Public,2 rue DES EGALISSES, , ,95310,ST OUEN L AUMONE,Saint-Ouen-l'Aumône,Parfaite,Numéro de rue,334,OUVERT,95,25,95572,Val-d'Oise,Versailles, ,0951935M,Section d'enseignement professionnel du lycée polyvalent Jean Perrin,636424.70005,6884581.70452
931,0951998F,"Lycée polyvalent privé de GARAC, lycée des métiers de la vente et de l'après-vente auto, moto et véhicule industriel",LYCEE POLYVALENT PRIVE,GARAC,Privé,3 boulevard GALLIENI, ,4,95102,ARGENTEUIL CEDEX,Argenteuil,Parfaite,Numéro de rue,306,OUVERT,95,25,95018,Val-d'Oise,Versailles,Privé sous contrat,0951998F,"Lycée polyvalent privé de GARAC, lycée des métiers de la vente et de l'après-vente auto, moto et véhicule industriel",644674.800043,6871704.50453
932,0753384W,Lycée privé Beth Yacov,LYCEE GENERAL PRIVE,BETH YACOV,Privé,50 bis rue DES PRAIRIES, , ,75020,PARIS,Paris 20e  Arrondissement,Parfaite,Numéro de rue,302,OUVERT,75,01,75120,Paris,Paris,Privé sous contrat,0753384W,Lycée privé Beth Yacov,656140.600034,6862757.70453
933,0753824Z,Lycée général privé Massillon,LYCEE GENERAL PRIVE,MASSILLON,Privé,2 BIS QUAI DES CELESTINS, , ,75004,PARIS,Paris  4e  Arrondissement,Parfaite,Numéro de rue,302,OUVERT,75,01,75104,Paris,Paris,Privé sous contrat,0753824Z,Lycée général privé Massillon,653199.200037,6861468.40453
934,0753834K,Lycée général privé Yabné,LYCEE GENERAL PRIVE,YABNE,Privé,29  AVENUE LEON BOLLEE, , ,75013,PARIS,Paris 13e  Arrondissement,Parfaite,Numéro de rue,302,OUVERT,75,01,75113,Paris,Paris,Privé sous contrat,0753834K,Lycée général privé Yabné,653168.400037,6857725.60453
935,0753838P,Lycée privé Saint Sulpice,LYCEE GENERAL PRIVE,SAINT-SULPICE,Privé,68  RUE D'ASSAS, , ,75006,PARIS,Paris  6e  Arrondissement,Parfaite,Numéro de rue,302,OUVERT,75,01,75106,Paris,Paris,Privé sous contrat,0753838P,Lycée privé Saint Sulpice,650950.600038,6860822.10453
936,0753844W,Lycée général et technologique privé Sainte Geneviève,LYCEE GEN.ET TECHNOL.PRIVE,SAINTE-GENEVIEVE,Privé,64  RUE D'ASSAS, , ,75006,PARIS,Paris  6e  Arrondissement,Parfaite,Numéro de rue,300,OUVERT,75,01,75106,Paris,Paris,Privé sous contrat,0753844W,Lycée général et technologique privé Sainte Geneviève,650930.600038,6860847.00453
937,0753849B,Institut privé de l'Alma (Ecole secondaire privée ),LYCEE GENERAL PRIVE,L'ALMA,Privé,12 AVENUE BOSQUET, , ,75007,PARIS,Paris  7e  Arrondissement,Parfaite,Numéro de rue,302,OUVERT,75,01,75107,Paris,Paris,Privé sous contrat,0753849B,Institut privé de l'Alma (Ecole secondaire privée ),648833.50004,6862479.30453
938,0753850C,Lycée général privé Saint Thomas d'Aquin,LYCEE GENERAL PRIVE,SAINT-THOMAS D'AQUIN,Privé,44  RUE DE GRENELLE, , ,75007,PARIS,Paris  7e  Arrondissement,Parfaite,Numéro de rue,302,OUVERT,75,01,75107,Paris,Paris,Privé sous contrat,0753850C,Lycée général privé Saint Thomas d'Aquin,650600.600039,6861776.90453
939,0753885R,Institut Rocroy Saint-Vincent de Paul (Ecole secondaire privée),LYCEE GENERAL PRIVE,ROCROY SAINT-VINCENT DE PAUL,Privé,106  RUE DU FAUBOURG POISSONNIERE, , ,75010,PARIS,Paris 10e  Arrondissement,Correcte,Numéro de rue,302,OUVERT,75,01,75110,Paris,Paris,Privé sous contrat,0753885R,Institut Rocroy Saint-Vincent de Paul (Ecole secondaire privée),652277.100037,6864489.20453
940,0753890W,Lycée général et technologique privé Charles Péguy,LYCEE GEN.ET TECHNOL. PRIVE,CHARLES PEGUY,Privé,80 avenue Parmentier, , ,75011,PARIS,Paris 11e  Arrondissement,Parfaite,Numéro de rue,300,OUVERT,75,01,75111,Paris,Paris,Privé sous contrat,0753890W,Lycée général et technologique privé Charles Péguy,654193.500036,6862946.00453
941,0753933T,Lycée privé Saint Louis de Gonzague,LYCEE GENERAL PRIVE,SAINT-LOUIS DE GONZAGUE,Privé,12 RUE BENJAMIN FRANKLIN, , ,75016,PARIS,Paris 16e  Arrondissement,Parfaite,Numéro de rue,302,OUVERT,75,01,75116,Paris,Paris,Privé sous contrat,0753933T,Lycée privé Saint Louis de Gonzague,647576.700041,6862408.30453
942,0753947H,Lycée privé Saint Jean de Passy,LYCEE GENERAL PRIVE,SAINT-JEAN DE PASSY,Privé,72 RUE RAYNOUARD, , ,75016,PARIS,Paris 16e  Arrondissement,Parfaite,Numéro de rue,302,OUVERT,75,01,75116,Paris,Paris,Privé sous contrat,0753947H,Lycée privé Saint Jean de Passy,647054.900041,6861845.70453
943,0754015G,Lycée polyvalent privé Jules Richard Microtechniques,LYCEE POLYVALENT PRIVE,JULES RICHARD MICROTECHNIQUES,Privé,21 rue CARDUCCI, , ,75019,PARIS,Paris 19e  Arrondissement,Parfaite,Numéro de rue,306,OUVERT,75,01,75119,Paris,Paris,Privé sous contrat,0754015G,Lycée polyvalent privé Jules Richard Microtechniques,654943.300035,6864336.80453
944,0754081D,Lycée privé Sainte Ursule-Louise de Bettignies,LYCEE GENERAL PRIVE,STE URSULE-LOUISE BETTIGNIES,Privé,25 RUE DAUBIGNY, , ,75017,PARIS,Paris 17e  Arrondissement,Parfaite,Numéro de rue,302,OUVERT,75,01,75117,Paris,Paris,Privé sous contrat,0754081D,Lycée privé Sainte Ursule-Louise de Bettignies,649216.50004,6865321.90453
945,0754666P,Lycée général et technologique privé Passy-Saint Honoré,LYCEE GEN.ET TECHNOL.PRIVE,PASSY-SAINT-HONORE,Privé,117 avenue Victor Hugo, , ,75016,PARIS,Paris 16e  Arrondissement,Parfaite,Numéro de rue,300,OUVERT,75,01,75116,Paris,Paris,Privé sous contrat,0754666P,Lycée général et technologique privé Passy-Saint Honoré,647357.500041,6863377.80453
946,0754672W,Cours Colbert (Ecole secondaire privée),ECOLE 2D DEGRE GENERAL PRIVEE,COLBERT,Privé,5  RUE DE LA SANTE, , ,75013,PARIS,Paris 13e  Arrondissement,Parfaite,Numéro de rue,302,OUVERT,75,01,75113,Paris,Paris,Privé hors contrat,0754672W,Cours Colbert (Ecole secondaire privée),651712.000038,6859955.80453
947,0754917M,Section d'enseignement professionnel du Lycée polyvalent privé Albert de Mun,SECTION ENSEIGT PROFES.PRIVEE,LPO PRIVE ALBERT DE MUN,Privé,2 RUE D'OLIVET, , ,75007,PARIS,Paris  7e  Arrondissement,Parfaite,Numéro de rue,334,OUVERT,75,01,75107,Paris,Paris, ,0754917M,Section d'enseignement professionnel du Lycée polyvalent privé Albert de Mun,650078.500039,6861290.50453
948,0754922T,Section d' Enseignement Professionnelle du Lycee polyvalent privé Jules Richard,SEP DU LYC POLYVALENT PRIVE,LPO PRIVE JULES RICHARD,Privé,21 rue CARDUCCI, , ,75019,PARIS,Paris 19e  Arrondissement,Parfaite,Numéro de rue,334,OUVERT,75,01,75119,Paris,Paris, ,0754922T,Section d' Enseignement Professionnelle du Lycee polyvalent privé Jules Richard,654943.300035,6864336.80453
949,0754971W,Ecole générale et technologique privée Cours Progress,LYCEE GENERAL PRIVE,COURS PRIVE PROGRESS,Privé,41 rue SAINT SABIN, , ,75011,PARIS,Paris 11e  Arrondissement,Parfaite,Numéro de rue,302,OUVERT,75,01,75111,Paris,Paris,Privé hors contrat,0754971W,Ecole générale et technologique privée Cours Progress,653501.600036,6862422.70453
950,0755025E,Lycée général privé Heikhal Menahem Sinai,LYCEE GENERAL PRIVE,HEIKHAL MENAHEM SINAI,Privé,110 BOULEVARD DE MENILMONTANT, , ,75020,PARIS,Paris 20e  Arrondissement,Parfaite,Numéro de rue,302,OUVERT,75,01,75120,Paris,Paris,Privé sous contrat,0755025E,Lycée général privé Heikhal Menahem Sinai,654874.900035,6863008.80453
951,0755057P,ITECOM,ECOLE TECHNOLOGIQUE PRIVEE,ITECOM INST TECHN COMMUNIC,Privé,12 rue DU 4 SEPTEMBRE, , ,75002,PARIS,Paris  2e  Arrondissement,Parfaite,Numéro de rue,301,OUVERT,75,01,75102,Paris,Paris,Privé hors contrat,0755057P,ITECOM,651399.700038,6863482.70453
952,0755455X,Ecole Informatique Graphisme et Multimédia Privée OIIO,LYCEE PROFESSIONNEL PRIVE,O.I.I.O,Privé,8  RUE EDOUARD LOCKROY, , ,75011,PARIS,Paris 11e  Arrondissement,Parfaite,Numéro de rue,320,OUVERT,75,01,75111,Paris,Paris,Privé hors contrat,0755455X,Ecole Informatique Graphisme et Multimédia Privée OIIO,654123.000036,6863025.90453
953,0951772K,Section d'enseignement professionnel du lycée polyvalent Evariste Galois,SECTION ENSEIGNT PROFESSIONNEL,LPO EVARISTE GALOIS,Public,14 boulevard Léon Blum, , ,95260,BEAUMONT SUR OISE,Beaumont-sur-Oise,Parfaite,Numéro de rue,334,OUVERT,95,25,95052,Val-d'Oise,Versailles, ,0951772K,Section d'enseignement professionnel du lycée polyvalent Evariste Galois,648730.80004,6894263.10451
954,0951773L,Section d'enseignement professionnel du lycée polyvalent Charles Baudelaire,SECTION ENSEIGNT PROFESSIONNEL,LPO CHARLES BAUDELAIRE,Public,13 rue DU GRAND TREMBLAY, , ,95470,FOSSES,Fosses,Parfaite,Numéro de rue,334,OUVERT,95,25,95250,Val-d'Oise,Versailles, ,0951773L,Section d'enseignement professionnel du lycée polyvalent Charles Baudelaire,663781.900028,6889201.50452
955,0951843M,Section d'enseignement professionnel du lycée polyvalent Eugène Ronceray,SECTION ENSEIGNT PROFESSIONNEL,LPO EUGENE RONCERAY,Public,5 rue MARCEL LANGLOIS, ,125,95872,BEZONS CEDEX,Bezons,Parfaite,Numéro de rue,334,OUVERT,95,25,95063,Val-d'Oise,Versailles, ,0951843M,Section d'enseignement professionnel du lycée polyvalent Eugène Ronceray,642504.700045,6869380.10453
956,0951911L,Section d'enseignement professionnel du lycée polyvalent Romain Rolland,SECTION ENSEIGNT PROFESSIONNEL,LPO ROMAIN ROLLAND,Public,21 avenue DE MONTMORENCY, , ,95190,GOUSSAINVILLE,Goussainville,Parfaite,Numéro de rue,334,OUVERT,95,25,95280,Val-d'Oise,Versailles, ,0951911L,Section d'enseignement professionnel du lycée polyvalent Romain Rolland,660234.900031,6881213.20452
957,0951933K,Section d'enseignement professionnel du lycée polyvalent de l'Hautil,SECTION ENSEIGNT PROFESSIONNEL,LPO DE L'HAUTIL,Public,1 rue GABRIEL FAURE, , ,95280,JOUY LE MOUTIER,Jouy-le-Moutier,Parfaite,Numéro de rue,334,OUVERT,95,25,95323,Val-d'Oise,Versailles, ,0951933K,Section d'enseignement professionnel du lycée polyvalent de l'Hautil,628654.500056,6879324.70452
958,0952212N,Etablissement Expérimental Lycée de la Nouvelle Chance,ETABLISSEMENT EXPERIMENTAL,LYCEE DE LA NOUVELLE CHANCE,Public,26 AVENUE DE LA PALETTE, , ,95011,CERGY PONTOISE CEDEX,Pontoise,Parfaite,Numéro de rue,315,OUVERT,95,25,95500,Val-d'Oise,Versailles,Public,0952212N,Etablissement Expérimental Lycée de la Nouvelle Chance,633122.400052,6881950.80452
959,0771246L,Lycée général Bossuet,LYCEE GENERAL PRIVE,BOSSUET,Privé,12 RUE DE LA VISITATION, , ,77109,MEAUX CEDEX,Meaux,Parfaite,Numéro de rue,302,OUVERT,77,24,77284,Seine-et-Marne,Créteil,Privé sous contrat,0771246L,Lycée général Bossuet,691590.200007,6873908.50453
960,0771358H,Section d'enseignement professionnel du Lycée Thibaut de Champagne,SECTION ENSEIGNT PROFESSIONNEL,DU LYCEE THIBAUT DE CHAMPAGNE,Public,3 rue du Collège, ,213,77160,PROVINS,Provins,Parfaite,Numéro de rue,334,OUVERT,77,24,77379,Seine-et-Marne,Créteil, ,0771358H,Section d'enseignement professionnel du Lycée Thibaut de Champagne,721612.199983,6829039.60455
961,0772328M,Section d'enseignement professionnel du Lycée René Cassin,SECTION ENSEIGNT PROFESSIONNEL,LYCEE RENE CASSIN,Public,1 AVENUE P.MENDES FRANCE - NOISIEL, ,14,77186,NOISIEL,Noisiel,MANUEL,BATIMENT,334,OUVERT,77,24,77337,Seine-et-Marne,Créteil, ,0772328M,Section d'enseignement professionnel du Lycée René Cassin,671890.100022,6860067.20453
962,0772414F,Section d'enseignement professionnel du Lycée Sonia Delaunay,SECTION ENSEIGNT PROFESSIONNEL,LYCEE SONIA DELAUNAY,Public,1 rue du Lycée, , ,77240,CESSON,Cesson,Parfaite,Numéro de rue,334,OUVERT,77,24,77067,Seine-et-Marne,Créteil, ,0772414F,Section d'enseignement professionnel du Lycée Sonia Delaunay,671085.200023,6829914.50455
963,0772442L,Section d'enseignement professionnel du Lycée Charles de Gaulle,SECTION ENSEIGNT PROFESSIONNEL,LYCEE CHARLES DE GAULLE,Public,6 PLACE JEAN MERMOZ, , ,77230,LONGPERRIER,Longperrier,Parfaite,Numéro de rue,334,OUVERT,77,24,77259,Seine-et-Marne,Créteil, ,0772442L,Section d'enseignement professionnel du Lycée Charles de Gaulle,675756.700019,6883124.40452
964,0772586T,Etablissement Expérimental Micro-Lycée de Sénart,ETABLISSEMENT EXPERIMENTAL,MICRO-LYCEE DE SENART,Public,Rue du Lycée, , ,77552,MOISSY CRAMAYEL CEDEX,Moissy-Cramayel,Parfaite,Numéro de rue,315,OUVERT,77,24,77296,Seine-et-Marne,Créteil,Public,0772586T,Etablissement Expérimental Micro-Lycée de Sénart,668811.100024,6836532.40455
965,0772628N,SECTION D ENSEIGNEMENT PROFESSIONNEL BLANCHE DE CASTILLE,SECTION ENSEIGT PROFES.PRIVEE,LYCEE BLANCHE DE CASTILLE,Privé,42 bis rue du Château, , ,77300,FONTAINEBLEAU,Fontainebleau,Parfaite,Numéro de rue,334,OUVERT,77,24,77186,Seine-et-Marne,Créteil, ,0772628N,SECTION D ENSEIGNEMENT PROFESSIONNEL BLANCHE DE CASTILLE,678111.100017,6811756.40456
966,0772643E,SECTION ENSEIGNT PROFESSIONNEL LPO HENRI BECQUEREL,SECTION ENSEIGNT PROFESSIONNEL,LPO HENRI BECQUEREL,Public,1 BOULEVARD HENRI ROUSSELLE, , ,77370,NANGIS,Nangis,Correcte,Numéro de rue,334,OUVERT,77,24,77327,Seine-et-Marne,Créteil, ,0772643E,SECTION ENSEIGNT PROFESSIONNEL LPO HENRI BECQUEREL,700559.3,6827892.10455
967,0772644F,SECTION D ENSEIGNEMENT GENERAL ET TECHNOLOGIQUE BENJAMIN FRANKLIN,SECTION ENSEIGNT GEN.ET TECHNO,LP BENJAMIN FRANKLIN,Public,RUE DE LA FORET,LA ROCHETTE, ,77000,LA ROCHETTE,La Rochette,Parfaite,Numéro de rue,335,OUVERT,77,24,77389,Seine-et-Marne,Créteil, ,0772644F,SECTION D ENSEIGNEMENT GENERAL ET TECHNOLOGIQUE BENJAMIN FRANKLIN,675163.000019,6823561.50455
968,0780272X,Section d'enseignement professionnel du lycée polyvalent Camille Claudel,SECTION ENSEIGNT PROFESSIONNEL,LPO CAMILLE CLAUDEL,Public,20 rue de la Lyre, , ,78711,MANTES LA VILLE,Mantes-la-Ville,Parfaite,Rue,334,OUVERT,78,25,78362,Yvelines,Versailles, ,0780272X,Section d'enseignement professionnel du lycée polyvalent Camille Claudel,605862.400074,6874510.80453
969,0781664K,Lycée général et technologique privé Sainte Thérèse,LYCEE GEN.ET TECHNOL.PRIVE,SAINTE THERESE,Privé,7  RUE BEZIEL, , ,78120,RAMBOUILLET,Rambouillet,Parfaite,Numéro de rue,300,OUVERT,78,25,78517,Yvelines,Versailles,Privé sous contrat,0781664K,Lycée général et technologique privé Sainte Thérèse,614000.200067,6839005.10454
970,0781855T,Lycée professionnel privé Saint François d'Assise,LYCEE PROFESSIONNEL PRIVE,ST FRANCOIS D'ASSISE,Privé,45  AVENUE DU MANET, , ,78180,MONTIGNY LE BRETONNEUX,Montigny-le-Bretonneux,Parfaite,Numéro de rue,320,A FERMER,78,25,78423,Yvelines,Versailles,Privé sous contrat,0781855T,Lycée professionnel privé Saint François d'Assise,628074.200056,6852267.40454
971,0781856U,Lycée professionnel privé Saint Erembert,LYCEE PROFESSIONNEL PRIVE,SAINT EREMBERT,Privé,5 RUE SALOMON REINACH, , ,78100,ST GERMAIN EN LAYE,Saint-Germain-en-Laye,Parfaite,Numéro de rue,320,OUVERT,78,25,78551,Yvelines,Versailles, ,0781856U,Lycée professionnel privé Saint Erembert,633958.200052,6866548.50453
972,0781899R,Lycée général et technologique privé Saint François d'Assise,LYCEE GEN.ET TECHNOL.PRIVE,SAINT FRANCOIS D'ASSISE,Privé,6  PLACE CLAUDEL, , ,78180,MONTIGNY LE BRETONNEUX,Montigny-le-Bretonneux,Correcte,Numéro de rue,300,OUVERT,78,25,78423,Yvelines,Versailles,Privé sous contrat,0781899R,Lycée général et technologique privé Saint François d'Assise,629521.700055,6853633.70454
973,0781998Y,Section d'enseignement professionnel du lycée polyvalent les Pierres vives,SECTION ENSEIGNT PROFESSIONNEL,LPO LES PIERRES VIVES,Public,1 rue des Alouettes, , ,78420,CARRIERES SUR SEINE,Carrières-sur-Seine,Parfaite,Numéro de rue,334,OUVERT,78,25,78124,Yvelines,Versailles, ,0781998Y,Section d'enseignement professionnel du lycée polyvalent les Pierres vives,639226.600048,6868540.50453
974,0782055K,Section d'enseignement professionnel du lycée polyvalent  Louis Bascan,SECTION ENSEIGNT PROFESSIONNEL,LPO LOUIS BASCAN,Public,5 avenue du Général Leclerc, ,93,78513,RAMBOUILLET CEDEX,Rambouillet,Correcte,Numéro de rue,334,OUVERT,78,25,78517,Yvelines,Versailles, ,0782055K,Section d'enseignement professionnel du lycée polyvalent  Louis Bascan,613402.800068,6838512.00454
975,0782056L,Section d'enseignement professionnel du lycée polyvalent Jules Ferry,SECTION ENSEIGNT PROFESSIONNEL,LPO JULES FERRY,Public,29 rue du Maréchal Joffre, , ,78000,VERSAILLES,Versailles,Parfaite,Numéro de rue,334,OUVERT,78,25,78646,Yvelines,Versailles, ,0782056L,Section d'enseignement professionnel du lycée polyvalent Jules Ferry,635478.60005,6855300.50454
976,0782119E,Section d'enseignement professionnel du lycée polyvalent Jean Rostand,SECTION ENSEIGNT PROFESSIONNEL,LPO JEAN ROSTAND,Public,66 rue Fernand Bodet, , ,78200,MANTES LA JOLIE,Mantes-la-Jolie,Parfaite,Numéro de rue,334,OUVERT,78,25,78361,Yvelines,Versailles, ,0782119E,Section d'enseignement professionnel du lycée polyvalent Jean Rostand,604430.000075,6878443.60452
977,0782127N,Section d'enseignement professionnel du lycée polyvalent Jean Monnet,SECTION ENSEIGNT PROFESSIONNEL,LPO JEAN MONNET,Public,Place de l'Europe, , ,78550,RICHEBOURG,Richebourg,Correcte,Ville,334,OUVERT,78,25,78520,Yvelines,Versailles, ,0782127N,Section d'enseignement professionnel du lycée polyvalent Jean Monnet,598090.90008,6858432.80453
978,0783330W,Lycée professionnel privé Roulleau,LYCEE PROFESSIONNEL PRIVE,ROULLEAU,Privé,42 RUE DE TESSANCOURT, , ,78250,MEULAN EN YVELINES,Meulan-en-Yvelines,Parfaite,Numéro de rue,320,OUVERT,78,25,78401,Yvelines,Versailles,Privé sous contrat,0783330W,Lycée professionnel privé Roulleau,619914.500063,6879306.00452
979,0783344L,Lycée général et technologique privé Notre Dame,LYCEE GEN.ET TECHNOL.PRIVE,NOTRE DAME,Privé,106  GRANDE RUE, , ,78480,VERNEUIL SUR SEINE,Verneuil-sur-Seine,Parfaite,Numéro de rue,300,OUVERT,78,25,78642,Yvelines,Versailles,Privé sous contrat,0783344L,Lycée général et technologique privé Notre Dame,625039.000059,6876359.30452
980,0930830X,Lycée général et technologique Albert Schweitzer,LYCEE GENERAL ET TECHNOLOGIQUE,ALBERT SCHWEITZER,Public,11 allée VALERE LEFEBVRE, , ,93342,LE RAINCY CEDEX,Le Raincy,Parfaite,Numéro de rue,300,OUVERT,93,24,93062,Seine-Saint-Denis,Créteil,Public,0930830X,Lycée général et technologique Albert Schweitzer,664162.500028,6866662.60453
981,0753376M,Cours Saint-John Perse (Ecole secondaire privée),ECOLE TECHNOLOGIQUE PRIVEE,SAINT-JOHN PERSE,Privé,14 rue Calvallotti, , ,75018,PARIS,Paris 18e  Arrondissement,Parfaite,Numéro de rue,301,OUVERT,75,01,75118,Paris,Paris,Privé hors contrat,0753376M,Cours Saint-John Perse (Ecole secondaire privée),650243.800039,6859363.50453
