objectid,numero_uai,appellatio,denominati,patronyme_,secteur_pu,adresse_ua,lieu_dit_u,boite_post,code_posta,localite_a,libelle_co,appariemen,localisati,nature_uai,etat_eta_1,code_depar,code_acade,code_commu,libelle_de,libelle_ac,contrat,id,nom,x,y
82,0932047V,Lycée polyvalent Evariste Galois - Lycée des métiers de l'audiovisuel,LPO LYCEE DES METIERS,EVARISTE GALOIS,Public,32 avenue MONTAIGNE, , ,93165,NOISY LE GRAND CEDEX,Noisy-le-Grand,Parfaite,Numéro de rue,306,OUVERT,93,24,93051,Seine-Saint-Denis,Créteil,Public,0932047V,Lycée polyvalent Evariste Galois - Lycée des métiers de l'audiovisuel,666231.000026,6860676.40453
83,0932074Z,Lycée polyvalent Marcel Cachin - Lycée des métiers de la santé et du travail social,LPO LYCEE DES METIERS,MARCEL CACHIN,Public,11 rue MARCEL CACHIN, , ,93400,ST OUEN,Saint-Ouen,Parfaite,Numéro de rue,306,OUVERT,93,24,93070,Seine-Saint-Denis,Créteil,Public,0932074Z,Lycée polyvalent Marcel Cachin - Lycée des métiers de la santé et du travail social,651447.900038,6868867.80453
84,0932118X,Lycée polyvalent Jean Moulin,LYCEE POLYVALENT,JEAN MOULIN,Public,2 avenue Charles de Gaulle, , ,93150,LE BLANC MESNIL,Le Blanc-Mesnil,Parfaite,Numéro de rue,306,OUVERT,93,24,93007,Seine-Saint-Denis,Créteil,Public,0932118X,Lycée polyvalent Jean Moulin,661127.30003,6871699.30453
85,0932121A,Lycée polyvalent Suger - Lycée des métiers de l'image et du son,LPO LYCEE DES METIERS,SUGER,Public,6  AVENUE LE ROY DES BARRES, , ,93200,ST DENIS,Saint-Denis,Parfaite,Numéro de rue,306,OUVERT,93,24,93066,Seine-Saint-Denis,Créteil,Public,0932121A,Lycée polyvalent Suger - Lycée des métiers de l'image et du son,653628.000036,6870097.60453
86,0932222K,Lycée polyvalent René Cassin - Lycée des métiers de l'électrotechnique,LPO LYCEE DES METIERS,RENE CASSIN,Public,16 allée DES BOSQUETS, , ,93340,LE RAINCY,Le Raincy,Parfaite,Numéro de rue,306,OUVERT,93,24,93062,Seine-Saint-Denis,Créteil,Public,0932222K,Lycée polyvalent René Cassin - Lycée des métiers de l'électrotechnique,664799.400028,6866864.30453
87,0932282A,Lycée polyvalent Léo Lagrange,LYCEE POLYVALENT,LEO LAGRANGE,Public,2 rue COMPAGNON, , ,93140,BONDY,Bondy,Parfaite,Numéro de rue,306,OUVERT,93,24,93010,Seine-Saint-Denis,Créteil,Public,0932282A,Lycée polyvalent Léo Lagrange,662710.200029,6867471.80453
88,0932369V,SECTION ENSEIGT PROFES.PRIVEE LYCEE ST BENOIST L'EUROPE,SECTION ENSEIGT PROFES.PRIVEE,LYCEE ST BENOIST L'EUROPE,Privé,82 avenue Gambetta, ,115,93172,BAGNOLET CEDEX,Bagnolet,Parfaite,Numéro de rue,334,OUVERT,93,24,93006,Seine-Saint-Denis,Créteil, ,0932369V,SECTION ENSEIGT PROFES.PRIVEE LYCEE ST BENOIST L'EUROPE,657317.600033,6863592.70453
89,0932577W,Lycée Germaine Tillion,LYCEE GENERAL ET TECHNOLOGIQUE,GERMAINE TILLION,Public,48 bis rue ANIZAN CAVILLON, , ,93350,LE BOURGET,Le Bourget,MANUEL,BATIMENT,300,OUVERT,93,24,93013,Seine-Saint-Denis,Créteil,Public,0932577W,Lycée Germaine Tillion,657493.000033,6870687.00453
90,0940115P,Lycée général et technologique Romain Rolland,LYCEE GENERAL ET TECHNOLOGIQUE,ROMAIN ROLLAND,Public,17 rue LUCIEN NADAIRE, , ,94200,IVRY SUR SEINE,Ivry-sur-Seine,Parfaite,Numéro de rue,300,OUVERT,94,24,94041,Val-de-Marne,Créteil,Public,0940115P,Lycée général et technologique Romain Rolland,655502.600035,6855817.20454
91,0940129E,"Lycée polyvalent Jean Macé - Lycée des métiers de la métallurgie, de la maintenance industrielle et électronique",LPO LYCEE DES METIERS,JEAN MACE,Public,Rue Jules Ferry, , ,94407,VITRY SUR SEINE CEDEX,Vitry-sur-Seine,Correcte,Rue,306,OUVERT,94,24,94081,Val-de-Marne,Créteil,Public,0940129E,"Lycée polyvalent Jean Macé - Lycée des métiers de la métallurgie, de la maintenance industrielle et électronique",656046.200034,6855899.20454
92,0940132H,Lycée professionnel Gabriel Péri - Lycée des métiers du social et de l'aide à la personne,LP LYCEE DES METIERS,GABRIEL PERI,Public,41 avenue Boileau, , ,94500,CHAMPIGNY SUR MARNE,Champigny-sur-Marne,Parfaite,Numéro de rue,320,OUVERT,94,24,94017,Val-de-Marne,Créteil,Public,0940132H,Lycée professionnel Gabriel Péri - Lycée des métiers du social et de l'aide à la personne,666537.100026,6856352.60454
93,0940141T,Lycée polyvalent Jacques Brel - Lycée des métiers des motocycles - Lycée des métiers de l'ébénisterie,LPO LYCEE DES METIERS,JACQUES BREL,Public,90 avenue D'ALFORTVILLE, , ,94600,CHOISY LE ROI,Choisy-le-Roi,Parfaite,Numéro de rue,306,OUVERT,94,24,94022,Val-de-Marne,Créteil,Public,0940141T,Lycée polyvalent Jacques Brel - Lycée des métiers des motocycles - Lycée des métiers de l'ébénisterie,657083.000034,6852761.20454
94,0940585A,Lycée polyvalent François Mansart - Lycée des métiers du bois et de l'habitat,LPO LYCEE DES METIERS,FRANCOIS MANSART,Public,25 avenue DE LA BANQUE, ,99,94100,ST MAUR DES FOSSES,Saint-Maur-des-Fossés,Parfaite,Numéro de rue,306,OUVERT,94,24,94068,Val-de-Marne,Créteil,Public,0940585A,Lycée polyvalent François Mansart - Lycée des métiers du bois et de l'habitat,663118.700029,6854617.80454
95,0950757G,Ecole 2D degré général privée Montaigne,ECOLE 2D DEGRE GENERAL PRIVEE,MONTAIGNE,Privé,2 rue ETIENNE FOURMONT, , ,95220,HERBLAY,Herblay,Parfaite,Numéro de rue,302,OUVERT,95,25,95306,Val-d'Oise,Versailles,Privé hors contrat,0950757G,Ecole 2D degré général privée Montaigne,638597.200048,6877202.80452
96,0783325R,"Lycée professionnel privé Saint Vincent de Paul, lycée des métiers de la vente et de la relation clientèle",LYCEE PROF PRIVE DES METIERS,ST VINCENT DE PAUL,Privé,44  AVENUE DE SAINT CLOUD, , ,78000,VERSAILLES,Versailles,Parfaite,Numéro de rue,320,OUVERT,78,25,78646,Yvelines,Versailles,Privé sous contrat,0783325R,"Lycée professionnel privé Saint Vincent de Paul, lycée des métiers de la vente et de la relation clientèle",636478.90005,6856409.60454
97,0783351U,Lycée général et technologique privé Notre Dame du Grandchamp,LYCEE GEN.ET TECHNOL.PRIVE,NOTRE DAME DU GRANDCHAMP,Privé,97 RUE ROYALE, , ,78000,VERSAILLES,Versailles,Parfaite,Numéro de rue,300,OUVERT,78,25,78646,Yvelines,Versailles,Privé sous contrat,0783351U,Lycée général et technologique privé Notre Dame du Grandchamp,635704.70005,6855120.10454
98,0920894X,Lycée général et technologique privé Saint Gabriel,LYCEE GEN.ET TECHNOL.PRIVE,SAINT GABRIEL,Privé,21 RUE DE LA LISETTE, , ,92220,BAGNEUX,Bagneux,Parfaite,Numéro de rue,300,OUVERT,92,25,92007,Hauts-de-Seine,Versailles,Privé sous contrat,0920894X,Lycée général et technologique privé Saint Gabriel,648724.90004,6855064.00454
99,0920981S,Lycée professionnel privé Saint Philippe,LYCEE PROFESSIONNEL PRIVE,SAINT PHILIPPE,Privé,1 RUE DU PERE BROTTIER, , ,92190,MEUDON,Meudon,Parfaite,Numéro de rue,320,OUVERT,92,25,92048,Hauts-de-Seine,Versailles,Privé sous contrat,0920981S,Lycée professionnel privé Saint Philippe,644695.700043,6856442.10454
100,0951940T,Lycée général et technologique privé Ozar Hatorah,LYCEE GEN.ET TECHNOL.PRIVE,OZAR HATORAH,Privé,1 rue JEAN LURCAT, , ,95200,SARCELLES,Sarcelles,Parfaite,Numéro de rue,300,OUVERT,95,25,95585,Val-d'Oise,Versailles,Privé sous contrat,0951940T,Lycée général et technologique privé Ozar Hatorah,655375.900035,6876137.50452
101,0920901E,Ecole 2D degré général privée Ecole progress d'Aguesseau,ECOLE 2D DEGRE GENERAL PRIVEE,ECOLE PROGRESS D'AGUESSEAU,Privé,16 RUE D'AGUESSEAU, , ,92100,BOULOGNE BILLANCOURT,Boulogne-Billancourt,Parfaite,Numéro de rue,302,OUVERT,92,25,92012,Hauts-de-Seine,Versailles,Privé hors contrat,0920901E,Ecole 2D degré général privée Ecole progress d'Aguesseau,643949.800044,6860748.70453
102,0942354Y,lgt ensemble sainte marie,LYCEE GENERAL ET TECHNO PRIVE,ENSEMBLE SAINTE MARIE,Privé,22 avenue de Verdun, , ,94000,CRETEIL,Créteil,MANUEL,BATIMENT,300,OUVERT,94,24,94028,Val-de-Marne,Créteil,Privé sous contrat,0942354Y,lgt ensemble sainte marie,660527.000031,6855072.00454
103,0932229T,Lycée polyvalent Paul Le Rolland - Lycée des métiers de la conception et de la réalisation de systèmes industriels,LPO LYCEE DES METIERS,PAUL LE ROLLAND,Public,136 avenue DE CASTELNAU, , ,93700,DRANCY,Drancy,Parfaite,Numéro de rue,306,OUVERT,93,24,93029,Seine-Saint-Denis,Créteil,Public,0932229T,Lycée polyvalent Paul Le Rolland - Lycée des métiers de la conception et de la réalisation de systèmes industriels,660494.800031,6869520.40453
104,0911251R,Lycée général et technologique Parc des Loges,LYCEE GENERAL ET TECHNOLOGIQUE,PARC DES LOGES,Public,BOULEVARD DES CHAMPS ELYSEES, , ,91012,EVRY CEDEX,Evry,Parfaite,Numéro de rue,300,OUVERT,91,25,91228,Essonne,Versailles,Public,0911251R,Lycée général et technologique Parc des Loges,657527.000033,6837566.90455
105,0911343R,Lycée professionnel Auguste Perret,LYCEE PROFESSIONNEL,AUGUSTE PERRET,Public,1 avenue de la Liberté, , ,91024,EVRY CEDEX,Evry,Correcte,Numéro de rue,320,OUVERT,91,25,91228,Essonne,Versailles,Public,0911343R,Lycée professionnel Auguste Perret,658372.700033,6837955.20455
106,0911578W,Lycée professionnel Pierre Mendès France,LYCEE PROFESSIONNEL,PIERRE MENDES FRANCE,Public,Avenue de l'Aunette, , ,91130,RIS ORANGIS,Ris-Orangis,Parfaite,Numéro de rue,320,OUVERT,91,25,91521,Essonne,Versailles,Public,0911578W,Lycée professionnel Pierre Mendès France,656664.700034,6837647.70455
107,0911938M,Lycée général et technologique Camille Claudel,LYCEE GENERAL ET TECHNOLOGIQUE,CAMILLE CLAUDEL,Public,17 rue ROBESPIERRE, , ,91120,PALAISEAU,Palaiseau,Parfaite,Numéro de rue,300,OUVERT,91,25,91477,Essonne,Versailles,Public,0911938M,Lycée général et technologique Camille Claudel,643702.500044,6846854.60454
108,0912364A,Lycée polyvalent Nikola Tesla,LYCEE POLYVALENT,NIKOLA TESLA,Public,Chemin DU CHAMP DE COURSES, , ,91410,DOURDAN,Dourdan,Correcte,Rue,306,OUVERT,91,25,91200,Essonne,Versailles, ,0912364A,Lycée polyvalent Nikola Tesla,626143.100058,6826504.60455
109,0920134W,Lycée général et technologique Jacques Prévert,LYCEE GENERAL ET TECHNOLOGIQUE,JACQUES PREVERT,Public,163 rue DE BILLANCOURT, , ,92100,BOULOGNE BILLANCOURT,Boulogne-Billancourt,Parfaite,Numéro de rue,300,OUVERT,92,25,92012,Hauts-de-Seine,Versailles,Public,0920134W,Lycée général et technologique Jacques Prévert,644132.300044,6859519.60453
110,0920138A,Lycée général et technologique Paul Lapie,LYCEE GENERAL ET TECHNOLOGIQUE,PAUL LAPIE,Public,5 boulevard Aristide Briand, , ,92401,COURBEVOIE CEDEX,Courbevoie,Parfaite,Numéro de rue,300,OUVERT,92,25,92026,Hauts-de-Seine,Versailles,Public,0920138A,Lycée général et technologique Paul Lapie,645515.100043,6866908.60453
111,0920145H,Lycée général et technologique Lakanal,LYCEE GENERAL ET TECHNOLOGIQUE,LAKANAL,Public,3 avenue PDT FRANKLIN ROOSEVELT, , ,92331,SCEAUX CEDEX,Sceaux,Correcte,Numéro de rue,300,OUVERT,92,25,92071,Hauts-de-Seine,Versailles,Public,0920145H,Lycée général et technologique Lakanal,649052.30004,6853264.50454
112,0920147K,Lycée général et technologique Paul Langevin,LYCEE GENERAL ET TECHNOLOGIQUE,PAUL LANGEVIN,Public,2 rue PAYRET DORTAIL, , ,92150,SURESNES,Suresnes,Correcte,Numéro de rue,300,OUVERT,92,25,92073,Hauts-de-Seine,Versailles,Public,0920147K,Lycée général et technologique Paul Langevin,642988.100045,6864437.30453
113,0920150N,"Lycée polyvalent de Prony, lycée des métiers du bois, de l'ébénisterie, de la technique de l'architecture et de l'habitat",LPO LYCEE DES METIERS,DE PRONY,Public,4 rue DE BRETAGNE, , ,92600,ASNIERES SUR SEINE,Asnières-sur-Seine,Parfaite,Numéro de rue,306,OUVERT,92,25,92004,Hauts-de-Seine,Versailles,Public,0920150N,"Lycée polyvalent de Prony, lycée des métiers du bois, de l'ébénisterie, de la technique de l'architecture et de l'habitat",647516.300041,6867418.60453
114,0920163C,Lycée professionnel Louis Girard,LYCEE PROFESSIONNEL,LOUIS GIRARD,Public,85 rue LOUIS GIRARD, , ,92240,MALAKOFF,Malakoff,Parfaite,Numéro de rue,320,OUVERT,92,25,92046,Hauts-de-Seine,Versailles,Public,0920163C,Lycée professionnel Louis Girard,647357.000041,6856988.20454
115,0920164D,"Lycée professionnel Jean Monnet , lycée des métiers des constructions et de la gestion administrative",LP LYCEE DES METIERS,JEAN MONNET,Public,128 avenue Jean Jaurès, , ,92120,MONTROUGE,Montrouge,Parfaite,Numéro de rue,320,OUVERT,92,25,92049,Hauts-de-Seine,Versailles,Public,0920164D,"Lycée professionnel Jean Monnet , lycée des métiers des constructions et de la gestion administrative",648958.10004,6857196.50454
116,0920798T,Lycée général et technologique Rabelais,LYCEE GENERAL ET TECHNOLOGIQUE,RABELAIS,Public,6  RUE GEORGES LANGROGNET, , ,92190,MEUDON,Meudon,Parfaite,Numéro de rue,300,OUVERT,92,25,92048,Hauts-de-Seine,Versailles,Public,0920798T,Lycée général et technologique Rabelais,644172.000044,6855936.20454
117,0921166T,"Lycée polyvalent Jean Jaurès, lycée des métiers de la santé et du social",LPO LYCEE DES METIERS,JEAN JAURES,Public,280 avenue Jean Jaurès, , ,92291,CHATENAY MALABRY CEDEX,Châtenay-Malabry,Parfaite,Numéro de rue,306,OUVERT,92,25,92019,Hauts-de-Seine,Versailles,Public,0921166T,"Lycée polyvalent Jean Jaurès, lycée des métiers de la santé et du social",645294.500043,6852347.50454
118,0922397F,Lycée polyvalent Eugène Ionesco,LYCEE POLYVALENT,EUGENE IONESCO,Public,152 avenue de Verdun, , ,92130,ISSY LES MOULINEAUX,Issy-les-Moulineaux,Parfaite,Numéro de rue,306,OUVERT,92,25,92040,Hauts-de-Seine,Versailles,Public,0922397F,Lycée polyvalent Eugène Ionesco,645185.600043,6857954.90453
119,0930946Y,Lycée professionnel privé Saint Vincent de Paul,LYCEE PROFESSIONNEL PRIVE,SAINT VINCENT DE PAUL,Privé,25 RUE ALBERT WALTER, , ,93200,ST DENIS,Saint-Denis,Parfaite,Numéro de rue,320,OUVERT,93,24,93066,Seine-Saint-Denis,Créteil,Privé sous contrat,0930946Y,Lycée professionnel privé Saint Vincent de Paul,653022.600037,6871102.20453
120,0931813R,Lycée général privé Alliance,LYCEE GENERAL PRIVE,ALLIANCE,Privé,35 ALLEE ROBERT ESTIENNE, , ,93320,LES PAVILLONS SOUS BOIS,Les Pavillons-sous-Bois,Parfaite,Numéro de rue,302,OUVERT,93,24,93057,Seine-Saint-Denis,Créteil,Privé sous contrat,0931813R,Lycée général privé Alliance,664192.400028,6867547.60453
121,0932122B,Lycée polyvalent d'Alembert,LYCEE POLYVALENT,D'ALEMBERT,Public,7 rue DU COMMANDANT L'HERMINIER, , ,93300,AUBERVILLIERS,Aubervilliers,Parfaite,Numéro de rue,306,OUVERT,93,24,93001,Seine-Saint-Denis,Créteil,Public,0932122B,Lycée polyvalent d'Alembert,654993.100035,6868721.40453
122,0932619S,lycée général privé Saint Germain,LYCEE GENERAL PRIVE,SAINT GERMAIN,Privé,103 RUE SADI CARNOT, , ,93700,DRANCY,Drancy,Parfaite,Numéro de rue,302,OUVERT,93,24,93029,Seine-Saint-Denis,Créteil,Privé sous contrat,0932619S,lycée général privé Saint Germain,658959.300032,6869667.30453
123,0950641F,Lycée polyvalent Jean Jaurès,LYCEE POLYVALENT,JEAN JAURES,Public,25 rue CHARLES LECOQ, , ,95100,ARGENTEUIL,Argenteuil,Parfaite,Numéro de rue,306,OUVERT,95,25,95018,Val-d'Oise,Versailles,Public,0950641F,Lycée polyvalent Jean Jaurès,643207.500044,6871343.50453
124,0950645K,Lycée général et technologique Van Gogh,LYCEE GENERAL ET TECHNOLOGIQUE,VAN GOGH,Public,RUE DU GENERAL DECAEN, ,84,95123,ERMONT CEDEX,Ermont,Parfaite,Numéro de rue,300,OUVERT,95,25,95219,Val-d'Oise,Versailles,Public,0950645K,Lycée général et technologique Van Gogh,645368.800043,6876261.20452
125,0950651S,Lycée général et technologique Jacques Prévert,LYCEE GENERAL ET TECHNOLOGIQUE,JACQUES PREVERT,Public,23  CHEMIN VERT DE BOISSY, , ,95150,TAVERNY,Taverny,Parfaite,Numéro de rue,300,OUVERT,95,25,95607,Val-d'Oise,Versailles,Public,0950651S,Lycée général et technologique Jacques Prévert,642484.100045,6879654.90452
126,0950666H,Lycée polyvalent Georges Braque,LYCEE POLYVALENT,GEORGES BRAQUE,Public,21 rue VICTOR PUISEUX, , ,95100,ARGENTEUIL,Argenteuil,Parfaite,Numéro de rue,306,OUVERT,95,25,95018,Val-d'Oise,Versailles,Public,0950666H,Lycée polyvalent Georges Braque,644993.600043,6872536.70453
127,0951281B,"Lycée professionnel Turgot, lycée des métiers du commerce et de la gestion administrative",LP LYCEE DES METIERS,TURGOT,Public,3 place AU PAIN, ,20105,95162,MONTMORENCY CEDEX,Montmorency,Parfaite,Numéro de rue,320,OUVERT,95,25,95428,Val-d'Oise,Versailles,Public,0951281B,"Lycée professionnel Turgot, lycée des métiers du commerce et de la gestion administrative",650273.300039,6876333.80452
128,0951637N,Lycée général et technologique Galilée,LYCEE GENERAL ET TECHNOLOGIQUE,GALILEE,Public,11 AVENUE DU JOUR, ,8242,95801,CERGY PONTOISE CEDEX,Cergy,Moyenne,Numéro de rue,300,OUVERT,95,25,95127,Val-d'Oise,Versailles,Public,0951637N,Lycée général et technologique Galilée,629098.100056,6883306.60452
129,0951922Y,Lycée général et technologique Camille Saint-Saëns,LYCEE GENERAL ET TECHNOLOGIQUE,CAMILLE SAINT-SAENS,Public,18 RUE GUYNEMER, , ,95170,DEUIL LA BARRE,Deuil-la-Barre,Parfaite,Numéro de rue,300,OUVERT,95,25,95197,Val-d'Oise,Versailles,Public,0951922Y,Lycée général et technologique Camille Saint-Saëns,651402.300038,6874878.10453
130,0952173W,Lycée polyvalent Eugène Ronceray,LYCEE POLYVALENT,EUGENE RONCERAY,Public,5 rue MARCEL LANGLOIS, ,125,95875,BEZONS CEDEX,Bezons,Parfaite,Numéro de rue,306,OUVERT,95,25,95063,Val-d'Oise,Versailles,Public,0952173W,Lycée polyvalent Eugène Ronceray,642504.400045,6869354.70453
131,0932048W,Lycée polyvalent Blaise Cendrars,LYCEE POLYVALENT,BLAISE CENDRARS,Public,12 avenue LEON JOUHAUX, , ,93270,SEVRAN,Sevran,Parfaite,Numéro de rue,306,OUVERT,93,24,93071,Seine-Saint-Denis,Créteil,Public,0932048W,Lycée polyvalent Blaise Cendrars,666302.800026,6871149.70453
132,0750436S,Lycée professionnel Claude Anthime Corbon - Lycée des métiers de la communication et de la gestion d'entreprise,LP LYCEE DES METIERS,CLAUDE ANTHIME CORBON,Public,5 rue CORBON, , ,75015,PARIS,Paris 15e  Arrondissement,Parfaite,Numéro de rue,320,OUVERT,75,01,75115,Paris,Paris,Public,0750436S,Lycée professionnel Claude Anthime Corbon - Lycée des métiers de la communication et de la gestion d'entreprise,648856.60004,6859819.60453
